,KILPANI,LANDARA,PUNUTUMA,SAN JACINTO
2020-01-25 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-26 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-27 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-28 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-29 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-30 00:00:00+00:00,2.538,2.538,2.538,18.86329063
2020-01-31 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-01 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-02 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-03 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-04 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-05 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-06 00:00:00+00:00,2.330714286,2.330714286,2.330714286,14.68145061
2020-02-07 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-08 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-09 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-10 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-11 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-12 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-13 00:00:00+00:00,2.179142857,2.179142857,2.179142857,21.22676242
2020-02-14 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-15 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-16 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-17 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-18 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-19 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-20 00:00:00+00:00,2.210571429,2.210571429,2.210571429,15.31381478
2020-02-21 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-22 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-23 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-24 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-25 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-26 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-27 00:00:00+00:00,2.529571429,2.529571429,2.529571429,12.85701188
2020-02-28 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-02-29 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-01 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-02 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-03 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-04 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-05 00:00:00+00:00,3.305714286,3.305714286,3.305714286,14.42818193
2020-03-06 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-07 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-08 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-09 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-10 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-11 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-12 00:00:00+00:00,3.149714286,3.149714286,3.149714286,15.15253417
2020-03-13 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-14 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-15 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-16 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-17 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-18 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-19 00:00:00+00:00,2.760714286,2.760714286,2.760714286,13.72201804
2020-03-20 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-21 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-22 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-23 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-24 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-25 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-26 00:00:00+00:00,3.557857143,3.557857143,3.557857143,21.61285251
2020-03-27 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-03-28 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-03-29 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-03-30 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-03-31 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-04-01 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-04-02 00:00:00+00:00,3.789142857,3.789142857,3.789142857,15.08819519
2020-04-03 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-04 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-05 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-06 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-07 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-08 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-09 00:00:00+00:00,3.227857143,3.227857143,3.227857143,14.61286496
2020-04-10 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-11 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-12 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-13 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-14 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-15 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-16 00:00:00+00:00,3.067857143,3.067857143,3.067857143,13.25189591
2020-04-17 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-18 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-19 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-20 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-21 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-22 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-23 00:00:00+00:00,2.763714286,2.763714286,2.763714286,7.845681766
2020-04-24 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-25 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-26 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-27 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-28 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-29 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-04-30 00:00:00+00:00,2.774285714,2.774285714,2.774285714,6.23915487
2020-05-01 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-02 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-03 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-04 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-05 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-06 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-07 00:00:00+00:00,2.611714286,2.611714286,2.611714286,5.443062531
2020-05-08 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-09 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-10 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-11 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-12 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-13 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-14 00:00:00+00:00,2.548285714,2.548285714,2.548285714,4.169278864
2020-05-15 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-16 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-17 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-18 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-19 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-20 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-21 00:00:00+00:00,2.456428571,2.456428571,2.456428571,3.393489982
2020-05-22 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-23 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-24 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-25 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-26 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-27 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-28 00:00:00+00:00,2.474,2.474,2.474,2.681826484
2020-05-29 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-05-30 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-05-31 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-06-01 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-06-02 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-06-03 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-06-04 00:00:00+00:00,2.422571429,2.422571429,2.422571429,3.533180292
2020-06-05 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-06 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-07 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-08 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-09 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-10 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-11 00:00:00+00:00,2.368571429,2.368571429,2.368571429,2.139587572
2020-06-12 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-13 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-14 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-15 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-16 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-17 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-18 00:00:00+00:00,2.394571429,2.394571429,2.394571429,1.994301859
2020-06-19 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-20 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-21 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-22 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-23 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-24 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-25 00:00:00+00:00,2.386,2.386,2.386,1.53251777
2020-06-26 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-06-27 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-06-28 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-06-29 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-06-30 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-07-01 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-07-02 00:00:00+00:00,2.346428571,2.346428571,2.346428571,1.380860417
2020-07-03 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-04 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-05 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-06 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-07 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-08 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-09 00:00:00+00:00,2.248714286,2.248714286,2.248714286,1.07658595
2020-07-10 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-11 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-12 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-13 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-14 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-15 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-16 00:00:00+00:00,2.266714286,2.266714286,2.266714286,1.411720839
2020-07-17 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-18 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-19 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-20 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-21 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-22 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-23 00:00:00+00:00,2.330571429,2.330571429,2.330571429,0.946210771
2020-07-24 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-25 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-26 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-27 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-28 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-29 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-30 00:00:00+00:00,2.337428571,2.337428571,2.337428571,1.216031656
2020-07-31 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-01 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-02 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-03 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-04 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-05 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-06 00:00:00+00:00,2.291857143,2.291857143,2.291857143,1.248746023
2020-08-07 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-08 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-09 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-10 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-11 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-12 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-13 00:00:00+00:00,2.274142857,2.274142857,2.274142857,1.224862192
2020-08-14 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-15 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-16 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-17 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-18 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-19 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-20 00:00:00+00:00,2.241142857,2.241142857,2.241142857,1.241896664
2020-08-21 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-22 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-23 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-24 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-25 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-26 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-27 00:00:00+00:00,2.079571429,2.079571429,2.079571429,1.332514881
2020-08-28 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-08-29 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-08-30 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-08-31 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-09-01 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-09-02 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-09-03 00:00:00+00:00,2.228285714,2.228285714,2.228285714,1.208730849
2020-09-04 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-05 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-06 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-07 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-08 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-09 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-10 00:00:00+00:00,2.203714286,2.203714286,2.203714286,1.141278605
2020-09-11 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-12 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-13 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-14 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-15 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-16 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-17 00:00:00+00:00,2.187714286,2.187714286,2.187714286,0.585349879
2020-09-18 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-19 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-20 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-21 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-22 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-23 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-24 00:00:00+00:00,2.275,2.275,2.275,1.321009003
2020-09-25 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-09-26 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-09-27 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-09-28 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-09-29 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-09-30 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-10-01 00:00:00+00:00,2.187571429,2.187571429,2.187571429,1.064592059
2020-10-02 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-03 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-04 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-05 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-06 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-07 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-08 00:00:00+00:00,2.240714286,2.240714286,2.240714286,1.069348589
2020-10-09 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-10 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-11 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-12 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-13 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-14 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-15 00:00:00+00:00,2.192428571,2.192428571,2.192428571,0.723258851
2020-10-16 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-17 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-18 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-19 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-20 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-21 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-22 00:00:00+00:00,2.174428571,2.174428571,2.174428571,0.866202652
2020-10-23 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-24 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-25 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-26 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-27 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-28 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-29 00:00:00+00:00,2.171285714,2.171285714,2.171285714,0.952696076
2020-10-30 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-10-31 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-01 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-02 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-03 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-04 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-05 00:00:00+00:00,2.116857143,2.116857143,2.116857143,1.614905615
2020-11-06 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-07 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-08 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-09 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-10 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-11 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-12 00:00:00+00:00,2.072285714,2.072285714,2.072285714,0.777191135
2020-11-13 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-14 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-15 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-16 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-17 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-18 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-19 00:00:00+00:00,2.084,2.084,2.084,1.094795
2020-11-20 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-21 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-22 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-23 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-24 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-25 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-26 00:00:00+00:00,2.090571429,2.090571429,2.090571429,0.701408071
2020-11-27 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-11-28 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-11-29 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-11-30 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-12-01 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-12-02 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-12-03 00:00:00+00:00,2.136857143,2.136857143,2.136857143,1.207476352
2020-12-04 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-05 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-06 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-07 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-08 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
2020-12-09 00:00:00+00:00,2.111142857,2.111142857,2.111142857,3.056510843
