,CORANI,MISICUNI,MIGUILLA,ANGOSTURA
2020-01-10 23:00:00+00:00,0.345204732,0.556187531,0.378195117,0.321265267
2020-01-11 00:00:00+00:00,0.344468568,0.555605381,0.377052144,0.320344168
2020-01-11 01:00:00+00:00,0.343783173,0.555064572,0.375988012,0.319486427
2020-01-11 02:00:00+00:00,0.343156508,0.554571363,0.375015084,0.318702012
2020-01-11 03:00:00+00:00,0.342594858,0.554130641,0.374143115,0.317998798
2020-01-11 04:00:00+00:00,0.342102923,0.55374601,0.373379405,0.317382683
2020-01-11 05:00:00+00:00,0.341683927,0.553419873,0.372728955,0.316857722
2020-01-11 06:00:00+00:00,0.341339716,0.553153515,0.37219463,0.316426247
2020-01-11 07:00:00+00:00,0.34107086,0.552947191,0.37177731,0.316088998
2020-01-11 08:00:00+00:00,0.340876755,0.552800212,0.371476054,0.315845249
2020-01-11 09:00:00+00:00,0.340755723,0.552711023,0.371288255,0.315692933
2020-01-11 10:00:00+00:00,0.340705117,0.552677297,0.371209799,0.315628767
2020-01-11 11:00:00+00:00,0.340721421,0.552696015,0.371235219,0.315648383
2020-01-11 12:00:00+00:00,0.340800349,0.552763551,0.371357859,0.315746453
2020-01-11 13:00:00+00:00,0.340936951,0.552875756,0.371570029,0.315916813
2020-01-11 14:00:00+00:00,0.341125712,0.553028049,0.371863161,0.316152592
2020-01-11 15:00:00+00:00,0.341360653,0.553215493,0.372227969,0.316446337
2020-01-11 16:00:00+00:00,0.341635436,0.553432887,0.372654608,0.316790143
2020-01-11 17:00:00+00:00,0.341943461,0.553674848,0.373132828,0.317175774
2020-01-11 18:00:00+00:00,0.342277972,0.553935896,0.373652136,0.317594795
2020-01-11 19:00:00+00:00,0.342632156,0.55421054,0.374201952,0.318038693
2020-01-11 20:00:00+00:00,0.342999245,0.554493361,0.374771767,0.31849901
2020-01-11 21:00:00+00:00,0.343372618,0.5547791,0.375351299,0.318967465
2020-01-11 22:00:00+00:00,0.343745903,0.55506274,0.375930655,0.31943608
2020-01-11 23:00:00+00:00,0.344113076,0.555339592,0.376500485,0.31989731
2020-01-12 00:00:00+00:00,0.344468568,0.555605381,0.377052144,0.320344168
2020-01-12 01:00:00+00:00,0.34480736,0.555856329,0.377577842,0.320770349
2020-01-12 02:00:00+00:00,0.345125059,0.556089213,0.378070764,0.321170322
2020-01-12 03:00:00+00:00,0.345417901,0.556301365,0.37852507,0.321539335
2020-01-12 04:00:00+00:00,0.345682722,0.556490643,0.378935858,0.321873384
2020-01-12 05:00:00+00:00,0.34591694,0.556655399,0.379299122,0.322169183
2020-01-12 06:00:00+00:00,0.346118521,0.556794455,0.379611714,0.322424129
2020-01-12 07:00:00+00:00,0.346285957,0.556907074,0.379871304,0.322636278
2020-01-12 08:00:00+00:00,0.346418242,0.556992926,0.380076335,0.322804306
2020-01-12 09:00:00+00:00,0.346514843,0.557052067,0.38022599,0.322927481
2020-01-12 10:00:00+00:00,0.346575673,0.557084902,0.380320144,0.323005634
2020-01-12 11:00:00+00:00,0.34660107,0.557092165,0.38035933,0.323039125
2020-01-12 12:00:00+00:00,0.346591767,0.557074882,0.380344695,0.32302881
