,SISTEMA ZONGO,VALLE DE ZONGO - TIQUIMANI,VALLE DE ZONGO - SANTA ROSA,CHOJLLA
2020-03-02 13:00:00+00:00,0.888538928,0.897691906,0.946705315,0.843254585
2020-03-02 14:00:00+00:00,0.888551135,0.897715119,0.94671417,0.843277074
2020-03-02 15:00:00+00:00,0.888573781,0.89776246,0.946731667,0.843300857
2020-03-02 16:00:00+00:00,0.888606758,0.897833897,0.946757771,0.843324995
2020-03-02 17:00:00+00:00,0.888649841,0.897929123,0.946792348,0.843348571
2020-03-02 18:00:00+00:00,0.888702685,0.898047538,0.946835162,0.84337071
2020-03-02 19:00:00+00:00,0.888764824,0.898188243,0.946885873,0.843390599
2020-03-02 20:00:00+00:00,0.888835664,0.898350025,0.946944029,0.843407501
2020-03-02 21:00:00+00:00,0.888914482,0.898531345,0.947009064,0.84342078
2020-03-02 22:00:00+00:00,0.889000425,0.898730327,0.947080295,0.843429914
2020-03-02 23:00:00+00:00,0.8890925,0.898944743,0.947156917,0.843434518
2020-03-03 00:00:00+00:00,0.889189578,0.899172003,0.947238002,0.843434359
2020-03-03 01:00:00+00:00,0.889290386,0.899409143,0.947322489,0.843429376
2020-03-03 02:00:00+00:00,0.889393513,0.899652829,0.947409192,0.843419692
2020-03-03 03:00:00+00:00,0.889497426,0.899899405,0.947496814,0.843405599
2020-03-03 04:00:00+00:00,0.889600496,0.900144952,0.947583969,0.843387545
2020-03-03 05:00:00+00:00,0.889701024,0.900385354,0.947669201,0.843366109
2020-03-03 06:00:00+00:00,0.889797264,0.90061636,0.947751013,0.843341988
2020-03-03 07:00:00+00:00,0.889887451,0.900833647,0.947827881,0.843315974
2020-03-03 08:00:00+00:00,0.889969821,0.901032882,0.947898282,0.843288938
2020-03-03 09:00:00+00:00,0.890042641,0.901209788,0.947960714,0.843261806
2020-03-03 10:00:00+00:00,0.890104232,0.901360202,0.948013715,0.843235549
2020-03-03 11:00:00+00:00,0.890152993,0.901480143,0.948055891,0.843211154
2020-03-03 12:00:00+00:00,0.890187428,0.901565873,0.948085932,0.843189613
2020-03-03 13:00:00+00:00,0.89020617,0.901613958,0.948102639,0.843171899
2020-03-03 14:00:00+00:00,0.890208004,0.901621335,0.948104942,0.843158951
2020-03-03 15:00:00+00:00,0.890191897,0.901585373,0.948091924,0.84315165
2020-03-03 16:00:00+00:00,0.890157017,0.901503933,0.948062844,0.843150807
2020-03-03 17:00:00+00:00,0.890102763,0.901375437,0.948017157,0.843157139
2020-03-03 18:00:00+00:00,0.890028787,0.901198926,0.947954535,0.84317125
2020-03-03 19:00:00+00:00,0.889935019,0.900974127,0.947874893,0.843193615
2020-03-03 20:00:00+00:00,0.889821696,0.900701511,0.947778409,0.84322456
2020-03-03 21:00:00+00:00,0.889689381,0.900382361,0.947665542,0.843264242
2020-03-03 22:00:00+00:00,0.889538991,0.900018833,0.947537063,0.843312631
2020-03-03 23:00:00+00:00,0.889371823,0.899614017,0.947394067,0.84336949
2020-03-04 00:00:00+00:00,0.889189578,0.899172003,0.947238002,0.843434359
2020-03-04 01:00:00+00:00,0.888994384,0.898697942,0.947070688,0.843506533
2020-03-04 02:00:00+00:00,0.888788806,0.898198064,0.946894324,0.843585056
2020-03-04 03:00:00+00:00,0.88857581,0.897679597,0.946711458,0.843668736
