,[66] - VALLE DE ZONGO - TIQUIMANI,[25] - CORANI,[30] - ANGOSTURA,[28] - MISICUNI,[118] - SAN JACINTO,[65] - SISTEMA ZONGO,[69] - VALLE DE ZONGO - SANTA ROSA,[75] - CHOJLLA,[29] - MIGUILLA
2020-06-22 10:00:00,0.21005727504608715,0.9995856704157688,0.173106125,0.9997414746732673,0.9482170074708306,0.8603761877390691,0.05991958067093048,0.8378440360238829,0.9935174344227302
2020-06-22 11:00:00,0.21005727504608715,0.9995856704157707,0.173106125,0.9996505532906231,0.9482474734226131,0.8604317432737122,0.05991958067093048,0.8394558113896904,0.9934165619323088
2020-06-22 12:00:00,0.21005727504608715,0.9995856704157716,0.173106125,0.9995596319079789,0.9482779393743956,0.8604872988083554,0.05991958067093048,0.841067586755498,0.9933156894418873
2020-06-22 13:00:00,0.21005727504608715,0.9995856704157721,0.173106125,0.9994687105253347,0.9483084053261781,0.8605428543429985,0.05991958067093048,0.8426793621213055,0.9932148169514659
2020-06-22 14:00:00,0.21005727504608715,0.9995856704157724,0.173106125,0.9993777891426904,0.9483388712779606,0.8605984098776416,0.05991958067093048,0.844291137487113,0.9931139444610444
2020-06-22 15:00:00,0.21005727504608715,0.9995856704157725,0.173106125,0.9992868677600462,0.948369337229743,0.8606539654122847,0.05991958067093048,0.8459029128529205,0.9930130719706229
2020-06-22 16:00:00,0.20974164109684187,0.9995856704157726,0.173106125,0.999195946377402,0.9483998031815256,0.8607095209469278,0.05991958067093048,0.8475146882187281,0.9929121994802015
2020-06-22 17:00:00,0.2094260071475966,0.9995856704157726,0.173106125,0.9991050249947577,0.9484302691333081,0.8607650764815709,0.05991958067093048,0.8431955512990216,0.99281132698978
2020-06-22 18:00:00,0.2091103731983513,0.9995856704157726,0.173106125,0.9990141036121136,0.947585339856655,0.8587040036070467,0.0559201993438023,0.8388764143793149,0.9927104544993586
2020-06-22 19:00:00,0.20879473924910602,0.9995856704157726,0.173106125,0.9989231822294695,0.9476158058084375,0.8582483607163814,0.0559201993438023,0.8345572774596084,0.9926095820089371
2020-06-22 20:00:00,0.20847910529986075,0.9995856704157726,0.173106125,0.9988322608468254,0.9476462717602201,0.8583039162510245,0.0559201993438023,0.8302381405399019,0.9925087095185157
2020-06-22 21:00:00,0.20816347135061544,0.9995856704157726,0.173106125,0.9987413394641812,0.9476767377120026,0.8583594717856676,0.0559201993438023,0.8259190036201953,0.9924078370280942
2020-06-22 22:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9986707291700099,0.947707203663785,0.8584150273203107,0.0559201993438023,0.8275307789860028,0.9923069645376728
2020-06-22 23:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9985798077873657,0.9477376696155675,0.8584705828549538,0.0559201993438023,0.8291425543518104,0.9922060920472513
2020-06-23 00:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9988342336045934,0.9477672395094427,0.8585261383895969,0.0559201993438023,0.8307248908972764,0.9920918102458143
2020-06-23 01:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9987392127124443,0.9477968094033179,0.85858169392424,0.0559201993438023,0.8323072274427425,0.9919775284443773
2020-06-23 02:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9986441918202952,0.947826379297193,0.8586372494588832,0.0559201993438023,0.8338895639882086,0.9918632466429402
2020-06-23 03:00:00,0.20784783740137017,0.9995856704157726,0.173106125,0.9985491709281461,0.9478559491910683,0.8586928049935263,0.0559201993438023,0.8354719005336746,0.9917489648415033
