,1980,1985,1990,1995,2000,2005,2010,2015,Baseline,Observed
Jan,0.313657758,0.263601503,0.260090393,0.26567928,0.259079283,0.261901504,0.268123724,0.265201502,0.311756179,0.329286085
Jan,0.31416075,0.263757059,0.260201504,0.265845947,0.259179283,0.262023726,0.268334835,0.265357058,0.311737173,0.329577736
Jan,0.314663743,0.263912614,0.260312615,0.266012613,0.259279283,0.262145948,0.268545946,0.265512613,0.312450026,0.329886097
Jan,0.315363742,0.26406817,0.260423726,0.26617928,0.259379283,0.26226817,0.268757057,0.265668169,0.31316288,0.330205258
Jan,0.316063742,0.264223725,0.260534838,0.266345946,0.259479283,0.262390392,0.268968168,0.265823724,0.313875733,0.330529446
Jan,0.316763742,0.264379281,0.260645949,0.266512613,0.259579283,0.262512615,0.269179279,0.26597928,0.314588587,0.330853117
Jan,0.317385964,0.264545947,0.26075706,0.26667928,0.259679282,0.262623726,0.269379279,0.266145947,0.31530144,0.331171041
Jan,0.318008186,0.264712614,0.260868171,0.266845946,0.259779282,0.262734837,0.269579279,0.266312613,0.316014294,0.331478393
Jan,0.318630408,0.26487928,0.260979282,0.267012613,0.259879282,0.262845948,0.269779278,0.26647928,0.316727147,0.331770842
Jan,0.31925263,0.265045947,0.261090393,0.267179279,0.259979282,0.262957059,0.269979278,0.266645946,0.31744,0.33204461
Jan,0.319874852,0.265212614,0.261201504,0.267345946,0.260079282,0.26306817,0.270179278,0.266812613,0.318152854,0.332296479
Jan,0.320497073,0.26537928,0.261312615,0.267512613,0.260179282,0.263179281,0.270379278,0.26697928,0.318865707,0.332523762
Jan,0.321119295,0.265545947,0.261423726,0.267679279,0.260279282,0.263290392,0.270579278,0.267145946,0.319578561,0.332724284
Jan,0.321741517,0.265712613,0.261534837,0.267845946,0.260379282,0.263401503,0.270779278,0.267312613,0.320291414,0.332896354
Jan,0.322363739,0.26587928,0.261645948,0.268012612,0.260479282,0.263512614,0.270979278,0.267479279,0.321004268,0.333038745
Jan,0.322985961,0.266045947,0.261757059,0.268179279,0.260579282,0.263623725,0.271179278,0.267645946,0.321717121,0.333150667
Jan,0.323608183,0.266212613,0.26186817,0.268345946,0.260679282,0.263734836,0.271379278,0.267812613,0.322429974,0.333231744
Jan,0.324230405,0.26637928,0.261979281,0.268512612,0.260779282,0.263845947,0.271579278,0.267979279,0.323142828,0.33328199
Jan,0.324852627,0.266545946,0.262090392,0.268679279,0.260879282,0.263957059,0.271779278,0.268145946,0.323855681,0.333301784
Jan,0.325474849,0.266712613,0.262201504,0.268845945,0.260979282,0.26406817,0.271979278,0.268312612,0.324568535,0.333291848
Jan,0.326097071,0.26687928,0.262312615,0.269012612,0.261079282,0.264179281,0.272179277,0.268479279,0.325281388,0.333253223
Jan,0.326719293,0.267045946,0.262423726,0.269179279,0.261179282,0.264290392,0.272379277,0.268645946,0.325994242,0.333187241
Jan,0.327341515,0.267212613,0.262534837,0.269345945,0.261279282,0.264401503,0.272579277,0.268812612,0.326707095,0.333095507
Jan,0.327963737,0.267379279,0.262645948,0.269512612,0.261379282,0.264512614,0.272779277,0.268979279,0.327419948,0.332979871
Jan,0.328585959,0.267545946,0.262757059,0.269679278,0.261479282,0.264623725,0.272979277,0.269145945,0.328132802,0.332842403
Jan,0.329208181,0.267712613,0.26286817,0.269845945,0.261579282,0.264734836,0.273179277,0.269312612,0.327706722,0.332685373
Jan,0.329830403,0.267879279,0.262979281,0.270012612,0.261679282,0.264845947,0.273379277,0.269479279,0.328419576,0.332511225
Jan,0.330452625,0.268045946,0.263090392,0.270179278,0.261779282,0.264957058,0.273579277,0.269645945,0.329132429,0.332322553
Jan,0.331074847,0.268212612,0.263201503,0.270345945,0.261879282,0.265068169,0.273779277,0.269812612,0.329845283,0.332122076
Jan,0.331697069,0.268379279,0.263312614,0.270512612,0.261979282,0.26517928,0.273979277,0.269979278,0.330558136,0.331912614
Jan,0.332285958,0.268568168,0.263434836,0.270668167,0.262079281,0.265301502,0.274168166,0.270134834,0.331270989,0.331697069
Jan,0.332874846,0.268757057,0.263557059,0.270823722,0.262179281,0.265423725,0.274357054,0.270290389,0.331983843,0.331478393
Jan,0.333463735,0.268945945,0.263679281,0.270979278,0.262279281,0.265545947,0.274545943,0.270445945,0.332696696,0.331259569
Jan,0.334052624,0.269134834,0.263801503,0.271134833,0.262379281,0.265668169,0.274734832,0.2706015,0.33340955,0.331043588
Jan,0.334641512,0.269323723,0.263923725,0.271290389,0.262479281,0.265790391,0.274923721,0.270757056,0.334122403,0.330833417
Jan,0.335230401,0.269512612,0.264045947,0.271445944,0.262579281,0.265912613,0.27511261,0.270912611,0.334835257,0.330631984
Jan,0.33581929,0.269701501,0.264168169,0.2716015,0.262679281,0.266034835,0.275301498,0.271068167,0.33554811,0.330442143
Jan,0.336408178,0.26989039,0.264290392,0.271757055,0.262779281,0.266157058,0.275490387,0.271223722,0.336260963,0.330266656
Jan,0.336997067,0.270079278,0.264412614,0.271912611,0.262879281,0.26627928,0.275679276,0.271379278,0.336973817,0.330108164
Jan,0.337585956,0.270268167,0.264534836,0.272068166,0.262979281,0.266401502,0.275868165,0.271534833,0.33768667,0.329969162
Jan,0.338174844,0.270457056,0.264657058,0.272223722,0.263079281,0.266523724,0.276057054,0.271690389,0.338399524,0.329851975
Jan,0.338763733,0.270645945,0.26477928,0.272379277,0.263179281,0.266645946,0.276245943,0.271845944,0.339112377,0.329758733
Jan,0.339352621,0.270834834,0.264901502,0.272534833,0.263279281,0.266768169,0.276434831,0.2720015,0.339825231,0.329691344
Jan,0.33994151,0.271023722,0.265023725,0.272690388,0.263379281,0.266890391,0.27662372,0.272157055,0.340538084,0.329651472
Jan,0.340530399,0.271212611,0.265145947,0.272845944,0.263479281,0.267012613,0.276812609,0.272312611,0.341250937,0.329640507
Jan,0.341119287,0.2714015,0.265268169,0.273001499,0.263579281,0.267134835,0.277001498,0.272468166,0.341963791,0.329659544
Jan,0.341708176,0.271590389,0.265390391,0.273157055,0.263679281,0.267257057,0.277190387,0.272623722,0.342676644,0.329709355
Jan,0.342297065,0.271779278,0.265512613,0.27331261,0.263779281,0.267379279,0.277379275,0.272779277,0.343389498,0.329790368
Jan,0.342885953,0.271968166,0.265634835,0.273468166,0.263879281,0.267501502,0.277568164,0.272934833,0.344102351,0.329902636
Jan,0.343474842,0.272157055,0.265757058,0.273623721,0.263979281,0.267623724,0.277757053,0.273090388,0.344815205,0.330045816
Jan,0.344063731,0.272345944,0.26587928,0.273779277,0.264079281,0.267745946,0.277945942,0.273245944,0.344786289,0.330219141
Jan,0.344652619,0.272534833,0.266001502,0.273934832,0.264179281,0.267868168,0.278134831,0.273401499,0.345499142,0.330421398
Jan,0.345241508,0.272723722,0.266123724,0.274090388,0.264279281,0.26799039,0.278323719,0.273557055,0.346211996,0.330650901
Jan,0.345830397,0.272912611,0.266245946,0.274245943,0.264379281,0.268112612,0.278512608,0.27371261,0.346924849,0.330905465
Jan,0.346408174,0.273123722,0.266368169,0.274390388,0.264468169,0.268234835,0.278690386,0.273879277,0.347637703,0.331182381
Jan,0.346985952,0.273334833,0.266490391,0.274534832,0.264557058,0.268357057,0.278868164,0.274045943,0.348350556,0.331478393
Jan,0.347563729,0.273545944,0.266612613,0.274679276,0.264645947,0.268479279,0.279045941,0.27421261,0.349063409,0.331789671
Jan,0.348141507,0.273757055,0.266734835,0.274823721,0.264734836,0.268601501,0.279223719,0.274379277,0.349776263,0.332111815
Jan,0.348719284,0.273968166,0.266857057,0.274968165,0.264823725,0.268723723,0.279401497,0.274545943,0.350489116,0.332439915
Jan,0.349297062,0.274179277,0.266979279,0.27511261,0.264912614,0.268845945,0.279579274,0.27471261,0.35120197,0.332768648
Jan,0.349874839,0.274390388,0.267101502,0.275257054,0.265001502,0.268968168,0.279757052,0.274879276,0.351914823,0.333092366
Jan,0.350452617,0.274601499,0.267223724,0.275401498,0.265090391,0.26909039,0.27993483,0.275045943,0.352627677,0.333405186
Jan,0.351030395,0.27481261,0.267345946,0.275545943,0.26517928,0.269212612,0.280112608,0.27521261,0.35334053,0.333701084
Jan,0.351608172,0.275023721,0.267468168,0.275690387,0.265268169,0.269334834,0.280290385,0.275379276,0.354053383,0.333973986
Jan,0.35218595,0.275234832,0.26759039,0.275834832,0.265357058,0.269457056,0.280468163,0.275545943,0.354766237,0.334217859
Jan,0.352763727,0.275445943,0.267712612,0.275979276,0.265445947,0.269579279,0.280645941,0.275712609,0.35547909,0.334426801
Jan,0.353341505,0.275657054,0.267834835,0.27612372,0.265534836,0.269701501,0.280823718,0.275879276,0.356191944,0.334595137
Jan,0.353919282,0.275868165,0.267957057,0.276268165,0.265623724,0.269823723,0.281001496,0.276045943,0.356904797,0.334717503
Jan,0.35449706,0.276079276,0.268079279,0.276412609,0.265712613,0.269945945,0.281179274,0.276212609,0.357617651,0.334788946
