,CE,NO,OR,SU
2020-12-03 13:00:00,291.3355,299.8227,606.9378,206.01030051499998
2020-12-03 14:00:00,292.1698,307.0327,620.0703,207.073259073
2020-12-03 15:00:00,292.81870000000004,307.0121,602.7972,206.176129794
2020-12-03 16:00:00,285.2791,309.26779999999997,565.6554,203.25196072100002
2020-12-03 17:00:00,281.79769999999996,295.9293,521.4993,208.873699897
2020-12-03 18:00:00,324.5015,337.79879999999997,546.518,226.371340721
2020-12-03 19:00:00,357.9147,386.6105,548.5264999999999,253.427380206
2020-12-03 20:00:00,346.1521,359.6657,538.9989999999999,252.001859691
2020-12-03 21:00:00,312.13120000000004,321.9059,521.3654,239.26075927899998
2020-12-03 22:00:00,268.2532,270.0557,484.5326,221.77960010299998
2020-12-03 23:00:00,240.5668,227.7948,451.9125,198.85180020599998
2020-12-04 00:00:00,221.2131,196.1738,419.4778,191.0238
2020-12-04 01:00:00,213.97220000000002,182.0113,397.8375,186.0489
2020-12-04 02:00:00,211.0985,173.95669999999998,383.6853,185.6575
2020-12-04 03:00:00,208.5441,173.3696,376.7946,184.7408
2020-12-04 04:00:00,217.4227,181.4551,371.64459999999997,189.1698
2020-12-04 05:00:00,210.4599,193.7327,347.06879999999995,185.7811
2020-12-04 06:00:00,234.26319999999998,233.0684,367.4422,190.1071
2020-12-04 07:00:00,250.0943,259.3025,417.2118,190.7148
2020-12-04 08:00:00,265.44129999999996,278.25862,480.1551,201.5813
2020-12-04 09:00:00,275.7722,291.92054,503.2374,206.4223
2020-12-04 10:00:00,280.22180000000003,298.50842,506.5231,210.8925
2020-12-04 11:00:00,277.7292,294.15358000000003,504.4425,210.55259999999998
2020-12-04 12:00:00,276.7404,284.09047999999996,504.5146,207.0094
2020-12-04 13:00:00,279.3875,289.5639,547.7025,204.5477
2020-12-04 14:00:00,293.344,292.8599,543.6855,213.3954
2020-12-04 15:00:00,263.2165,295.83351,528.1119,212.2109
2020-12-04 16:00:00,284.66110000000003,284.6199,501.5482,211.6135
2020-12-04 17:00:00,283.3427,292.9526,462.85110000000003,212.9937
2020-12-04 18:00:00,322.94620000000003,335.50190000000003,511.95120000000003,238.7334
2020-12-04 19:00:00,339.9721,359.8717,516.0094,251.7938
2020-12-04 20:00:00,333.4625,346.9967,503.0211,243.3375
2020-12-04 21:00:00,297.8451,310.1639,482.4623,232.63580000000002
2020-12-04 22:00:00,255.7593,262.3719,456.3621,220.3273
2020-12-04 23:00:00,230.0814,223.3761,431.2095,202.6422
2020-12-05 00:00:00,212.4169,197.10080000000002,396.8693,188.195419588
2020-12-05 01:00:00,203.5692,182.2688,372.8085,186.841999073
2020-12-05 02:00:00,198.9857,175.5738,355.9371,170.313589691
2020-12-05 03:00:00,198.2132,172.96790000000001,347.625,164.068700618
2020-12-05 04:00:00,205.6807,180.0955,339.5395,171.89463969099998
2020-12-05 05:00:00,192.0538,177.30419999999998,308.9382,164.88136938199997
2020-12-05 06:00:00,211.4487,206.3502,316.6529,162.220880103
2020-12-05 07:00:00,229.61790000000002,232.6461,349.8807,167.01656010300002
2020-12-05 08:00:00,250.187,256.4185,382.41839999999996,176.99726030899998
2020-12-05 09:00:00,258.82869999999997,268.2944,397.7242,176.733580515
2020-12-05 10:00:00,255.5018,276.6168,407.6946,179.17365
2020-12-05 11:00:00,252.1234,275.4529,401.5764,176.686200927
2020-12-05 12:00:00,242.37959999999998,264.916,390.37,175.930180103
2020-12-05 13:00:00,239.68099999999998,256.6863,390.4421,174.00819927900002
2020-12-05 14:00:00,246.87040000000002,260.52819999999997,386.2912,179.650540618
2020-12-05 15:00:00,243.02849999999998,259.9411,388.59839999999997,183.976540824
2020-12-05 16:00:00,243.31689999999998,252.8547,381.0382,190.39549979400002
2020-12-05 17:00:00,243.5435,254.4512,370.0378,188.03474
2020-12-05 18:00:00,287.7923,299.0708,438.07959999999997,221.55093907300002
2020-12-05 19:00:00,325.0886,338.0151,444.68190000000004,233.937719794
2020-12-05 20:00:00,311.4514,329.4661,436.102,231.47807999999998
2020-12-05 21:00:00,287.267,301.3986,413.6377,224.83046092700002
2020-12-05 22:00:00,252.52509999999998,259.8175,387.9289,209.821300103
2020-12-05 23:00:00,227.9596,227.1356,361.0974,200.33705938199998
2020-12-06 00:00:00,207.7098,200.6852,339.5395,189.447899073
2020-12-06 01:00:00,196.4416,186.842,324.5324,181.965979485
2020-12-06 02:00:00,191.8993,180.3633,316.7971,177.95721969099998
2020-12-06 03:00:00,184.0713,171.2581,306.6928,171.678339897
2020-12-06 04:00:00,187.1098,174.4923,308.0833,173.58383927900002
2020-12-06 05:00:00,169.06419999999997,162.9357,274.9997,158.255379691
2020-12-06 06:00:00,177.5308,179.735,277.07,158.593220412
2020-12-06 07:00:00,190.99290000000002,203.24990000000003,294.4049,164.27057948499998
2020-12-06 08:00:00,201.0354,216.5781,314.5208,169.962359691
2020-12-06 09:00:00,208.56470000000002,222.5521,331.9175,172.85253948500002
2020-12-06 10:00:00,210.9646,230.93630000000002,349.8086,172.94936
2020-12-06 11:00:00,210.51139999999998,238.58919999999998,358.1825,175.820999382
2020-12-06 12:00:00,205.2687,238.6098,360.1189,171.260159382
2020-12-06 13:00:00,211.0573,238.04330000000002,368.0808,178.227079691
2020-12-06 14:00:00,193.8357,228.9793,378.4632,179.31681927900001
2020-12-06 15:00:00,209.9861,233.5834,386.86800000000005,180.328279485
2020-12-06 16:00:00,214.343,235.40650000000002,385.426,179.785469588
2020-12-06 17:00:00,220.8011,239.7428,380.46139999999997,181.714659382
2020-12-06 18:00:00,269.9527,290.5836,447.7822,201.682240412
2020-12-06 19:00:00,306.18809999999996,332.4943,460.3379,221.860969588
2020-12-06 20:00:00,294.1371,320.75230000000005,458.8444,221.08950092700002
2020-12-06 21:00:00,274.8555,293.8899,447.7719,213.830060618
2020-12-06 22:00:00,235.53009999999998,249.5896,423.18580000000003,201.578209176
2020-12-06 23:00:00,210.7895,213.1379,395.0565,188.485880824
2020-12-07 00:00:00,189.88049999999998,184.2464,368.2765,179.506339073
2020-12-07 01:00:00,181.692,171.7113,348.3975,175.244200618
2020-12-07 02:00:00,178.0458,166.3038,333.4728,175.3884
2020-12-07 03:00:00,178.0149,165.21200000000002,329.8369,171.717480618
2020-12-07 04:00:00,185.25580000000002,171.64950000000002,328.13739999999996,176.200040412
2020-12-07 05:00:00,182.1864,185.3279,305.54949999999997,168.133079794
2020-12-07 06:00:00,211.9637,237.8682,340.5592,176.53169989699998
2020-12-07 07:00:00,232.7697,259.8484,402.81239999999997,167.40178
2020-12-07 08:00:00,253.0813,283.1264,472.60519999999997,172.535299588
2020-12-07 09:00:00,261.105,292.93199999999996,498.3758,180.773239794
2020-12-07 10:00:00,257.14979999999997,299.05019999999996,517.575,199.259680206
2020-12-07 11:00:00,250.1252,303.2011,527.0304,199.336929485
2020-12-07 12:00:00,253.84349999999998,293.25129999999996,534.9923,196.960720515
2020-12-07 13:00:00,264.195,300.4716,574.8018,199.698459382
2020-12-07 14:00:00,277.585,304.38559999999995,595.4121,200.846909485
2020-12-07 15:00:00,279.1506,308.2584,593.8053,202.166339382
2020-12-07 16:00:00,273.40319999999997,303.7058,564.337,202.70399958800002
2020-12-07 17:00:00,267.00690000000003,298.3395,511.14779999999996,208.083689073
2020-12-07 18:00:00,295.7336,332.14410000000004,545.8279,226.190060824
2020-12-07 19:00:00,349.7468,365.7221,552.0903,250.483640824
2020-12-07 20:00:00,338.85970000000003,356.0298,547.1360000000001,246.141159897
2020-12-07 21:00:00,307.49620000000004,316.84860000000003,534.7451,236.094540103
2020-12-07 22:00:00,266.3168,274.2375,507.25440000000003,212.999879897
2020-12-07 23:00:00,234.99450000000002,232.1311,474.9536,200.915920206
2020-12-08 00:00:00,215.7644,200.2217,435.7209,191.734499073
2020-12-08 01:00:00,204.1254,187.769,409.8473,181.65904
2020-12-08 02:00:00,201.3238,178.97279999999998,390.8129,177.219739794
2020-12-08 03:00:00,196.5755,181.2388,379.76099999999997,177.53285958799998
2020-12-08 04:00:00,205.40259999999998,185.87380000000002,376.9079,181.980399794
2020-12-08 05:00:00,197.554,191.0856,350.3442,173.843400721
2020-12-08 06:00:00,222.4079,231.61610000000002,383.881,178.38775969099999
2020-12-08 07:00:00,238.8879,260.5385,454.71410000000003,184.716080309
2020-12-08 08:00:00,260.4973,284.7332,534.8378,196.810340515
2020-12-08 09:00:00,271.02389999999997,294.8375,565.7996,205.42938082400002
2020-12-08 10:00:00,274.8143,304.06629999999996,594.5984,211.088200103
2020-12-08 11:00:00,271.68309999999997,302.9642,603.3739999999999,216.21965958799998
2020-12-08 12:00:00,265.9666,292.4273,605.7636,208.750100412
2020-12-08 13:00:00,281.4063,302.19169999999997,644.2032,213.500460412
2020-12-08 14:00:00,290.5115,309.9167,668.3155,220.380860412
2020-12-08 15:00:00,289.7596,308.5365,656.8619,214.845639794
2020-12-08 16:00:00,285.7632,299.0811,617.7425,205.342859691
2020-12-08 17:00:00,279.4081,294.73449999999997,556.5811,193.87895989700002
2020-12-08 18:00:00,310.8437,323.38910000000004,584.9782,212.212960824
2020-12-08 19:00:00,364.5994,382.7171,589.1291,247.061980618
2020-12-08 20:00:00,350.80769999999995,375.7337,584.7619,245.418100927
2020-12-08 21:00:00,325.1401,336.9748,576.9133,232.598720206
2020-12-08 22:00:00,283.6414,287.9262,547.8982000000001,215.204079897
2020-12-08 23:00:00,255.7593,238.62009999999998,509.1908,197.104919279
2020-12-09 00:00:00,227.52700000000002,204.0327,470.37010000000004,191.295719279
2020-12-09 01:00:00,219.6166,188.0471,443.7755,185.574069794
2020-12-09 02:00:00,215.92919999999998,179.8277,426.32730000000004,183.87147948499998
2020-12-09 03:00:00,212.4684,178.0458,414.5956,180.756759176
2020-12-09 04:00:00,217.3712,188.55180000000001,408.2508,184.246400309
2020-12-09 05:00:00,215.8365,198.03810000000001,375.6204,178.02108
2020-12-09 06:00:00,241.0097,245.5211,408.3847,179.287980103
2020-12-09 07:00:00,257.0262,268.9124,488.8689,184.302019382
2020-12-09 08:00:00,271.6522,291.4694,572.0208,196.63729927900002
2020-12-09 09:00:00,278.0897,300.9454,607.7103,203.725759382
2020-12-09 10:00:00,280.4896,307.48589999999996,630.5969,204.76915
2020-12-09 11:00:00,278.6871,302.9024,632.832,208.677999897
2020-12-09 12:00:00,271.17839999999995,295.83660000000003,586.8528,201.091020103
2020-12-09 13:00:00,280.1703,303.9633,553.625,208.787179176
2020-12-09 14:00:00,289.19309999999996,310.957,545.6219,195.990459073
2020-12-09 15:00:00,290.0686,308.9794,535.3116,203.254019588
2020-12-09 16:00:00,289.6566,311.4102,487.3342,209.90988
2020-12-09 17:00:00,291.49,305.9203,454.5493,211.53727969099998
2020-12-09 18:00:00,305.3023,320.99949999999995,485.851,231.317399279
2020-12-09 19:00:00,352.1467,380.35839999999996,488.4054,255.187839932
2020-12-09 20:00:00,343.68010000000004,367.6791,472.8421,246.145279176
2020-12-09 21:00:00,313.1921,328.68330000000003,445.1454,241.232179588
2020-12-09 22:00:00,269.70550000000003,280.9737,413.9158,221.08332092700002
2020-12-09 23:00:00,236.9309,234.46919999999997,382.45959999999997,203.927640309
2020-12-10 00:00:00,218.27759999999998,200.3556,360.32489999999996,185.255799897
2020-12-10 01:00:00,209.13119999999998,180.6929,347.2851,180.977179794
2020-12-10 02:00:00,206.0515,174.1009,337.79879999999997,178.595820515
2020-12-10 03:00:00,201.9109,175.05880000000002,332.4531,179.965720721
2020-12-10 04:00:00,209.1724,179.3127,334.441,180.554879897
2020-12-10 05:00:00,201.12810000000002,193.7121,314.3457,153.735740515
2020-12-10 06:00:00,230.205,231.4101,344.2981,164.591939073
2020-12-10 07:00:00,246.5614,258.0768,400.876,188.555920927
2020-12-10 08:00:00,264.3186,282.7762,467.33160000000004,204.988539691
2020-12-10 09:00:00,271.7758,291.37669999999997,499.2925,210.286860103
2020-12-10 10:00:00,269.8497,293.9929,529.2552000000001,215.795300412
2020-12-10 11:00:00,266.255,294.5182,540.9148,211.56199969099998
2020-12-10 12:00:00,253.5139,280.4175,542.3567999999999,205.116259588
2020-12-10 13:00:00,269.3347,291.37669999999997,592.0337,207.054719897
2020-12-10 14:00:00,283.5693,298.73089999999996,614.4774,211.40955989699998
2020-12-10 15:00:00,283.3221,298.77209999999997,613.9109,210.054080103
2020-12-10 16:00:00,275.81339999999994,290.4291,578.2935,203.09127958800002
2020-12-10 17:00:00,273.12510000000003,286.7108,523.4769,206.01648051499998
2020-12-10 18:00:00,302.6037,322.0295,547.3008,217.674020412
2020-12-10 19:00:00,349.2936,374.0033,561.1234,240.45967948499998
2020-12-10 20:00:00,344.18480000000005,364.5788,552.7495,242.038669588
2020-12-10 21:00:00,319.7532,330.2283,533.7460000000001,238.193679485
2020-12-10 22:00:00,270.5604,279.5832,505.4519,224.834579073
2020-12-10 23:00:00,241.31869999999998,234.7988,469.28860000000003,211.20150051500002
2020-12-11 00:00:00,220.0595,201.6637,433.64029999999997,202.2611
2020-12-11 01:00:00,210.81009999999998,186.93470000000002,407.4783,195.7103
2020-12-11 02:00:00,207.3699,173.6889,390.9056,194.7318
2020-12-11 03:00:00,206.10299999999998,172.8443,377.8246,189.9011
2020-12-11 04:00:00,214.1679,178.5196,375.2187,191.1165
2020-12-11 05:00:00,205.59830000000002,188.2325,352.0025,186.54330000000002
2020-12-11 06:00:00,231.4513,242.2972,375.2393,188.85049999999998
2020-12-11 07:00:00,247.3339,265.50309999999996,434.81449999999995,194.2065
2020-12-11 08:00:00,265.24559999999997,287.3906,496.7999,205.0318
2020-12-11 09:00:00,270.7149,296.5988,513.4962,203.7752
2020-12-11 10:00:00,273.7946,304.29290000000003,524.0022,202.4671
2020-12-11 11:00:00,271.30199999999996,299.44160000000005,518.8316,208.7707
2020-12-11 12:00:00,267.2953,288.61629999999997,512.2808,207.1845
2020-12-11 13:00:00,275.30870000000004,299.56519999999995,551.0912,215.8468
2020-12-11 14:00:00,284.8259,307.3005,566.6442,213.5293
2020-12-11 15:00:00,294.8478,302.1505,566.1497999999999,216.7223
2020-12-11 16:00:00,287.2464,297.7627,536.2283,216.197
2020-12-11 17:00:00,286.7211,292.68480000000005,489.4869,211.9328
2020-12-11 18:00:00,310.7407,320.0416,527.2467,223.4379
2020-12-11 19:00:00,349.8807,375.7337,535.806,252.27790000000002
2020-12-11 20:00:00,341.13599999999997,365.22769999999997,526.2167,246.0773
2020-12-11 21:00:00,315.6538,331.9793,505.8845,229.0308
2020-12-11 22:00:00,282.0964,283.79589999999996,477.8582,204.27990000000003
2020-12-11 23:00:00,244.87220000000002,240.8037,446.1754,193.0838
2020-12-12 00:00:00,227.9493,208.2248,419.1379,185.24035
2020-12-12 01:00:00,219.3591,192.1156,396.2822,182.257469794
2020-12-12 02:00:00,213.5087,183.1855,380.6571,177.586419485
2020-12-12 03:00:00,213.28209999999999,183.03099999999998,372.7364,171.50735958799999
2020-12-12 04:00:00,218.2673,187.86169999999998,367.92629999999997,179.811219485
2020-12-12 05:00:00,202.7967,184.5039,340.18839999999994,166.99595927899998
2020-12-12 06:00:00,221.9444,214.137,351.8789,172.724819279
2020-12-12 07:00:00,240.299,242.8843,389.134,179.09846072099998
2020-12-12 08:00:00,261.3831,267.2644,432.7442,190.28837979399998
2020-12-12 09:00:00,270.0248,279.6141,463.912,194.84510051499998
2020-12-12 10:00:00,268.624,282.9101,483.5129,190.966120721
2020-12-12 11:00:00,267.4189,282.55989999999997,490.589,191.39254000000003
2020-12-12 12:00:00,253.19459999999998,270.10720000000003,488.8277,178.34449989700002
2020-12-12 13:00:00,253.5345,271.3226,494.29699999999997,192.851020206
2020-12-12 14:00:00,254.58509999999998,267.8103,502.6606,200.547179485
2020-12-12 15:00:00,264.7821,265.19410000000005,500.5697,203.785500309
2020-12-12 16:00:00,262.6603,259.1377,486.4072,206.609759691
2020-12-12 17:00:00,264.62760000000003,281.0252,461.8005,203.124239897
2020-12-12 18:00:00,282.43629999999996,303.87059999999997,511.2817,214.126700721
2020-12-12 19:00:00,343.01059999999995,342.0836,519.8101,243.790700412
2020-12-12 20:00:00,328.68330000000003,331.66,505.69910000000004,243.29630020599998
2020-12-12 21:00:00,307.60949999999997,306.38379999999995,487.1488,235.600139485
2020-12-12 22:00:00,275.3293,266.74940000000004,457.0728,220.57759
2020-12-12 23:00:00,239.475,228.7836,427.94440000000003,208.717140618
2020-12-13 00:00:00,224.2413,202.8276,399.92839999999995,194.875999485
2020-12-13 01:00:00,209.0797,186.8832,379.1018,193.74918072100002
2020-12-13 02:00:00,203.80610000000001,177.6132,362.2819,188.718660515
2020-12-13 03:00:00,191.7757,175.3678,352.8986,187.45381927900002
2020-12-13 04:00:00,193.8254,176.46990000000002,347.8516,181.361369382
2020-12-13 05:00:00,167.7458,161.8439,313.7689,168.58421989700003
2020-12-13 06:00:00,179.3024,182.1864,311.6574,169.671899897
2020-12-13 07:00:00,195.5352,203.05419999999998,322.48269999999997,177.3866
2020-12-13 08:00:00,208.3999,223.0774,334.8427,179.85653969100002
2020-12-13 09:00:00,214.3739,224.09709999999998,351.1167,187.20456041199998
2020-12-13 10:00:00,215.8674,233.81,363.2913,188.350949897
2020-12-13 11:00:00,215.4039,237.2708,363.63120000000004,189.528240206
2020-12-13 12:00:00,215.8571,232.8109,366.8036,190.23687969099998
2020-12-13 13:00:00,216.0425,234.1396,372.0257,187.542400103
2020-12-13 14:00:00,219.2664,235.31380000000001,378.9782,190.080320618
2020-12-13 15:00:00,218.1437,235.72580000000002,384.8492,192.991099897
2020-12-13 16:00:00,225.3331,234.6752,386.765,196.08418999999998
2020-12-13 17:00:00,231.3071,237.9609,385.0964,196.77326
2020-12-13 18:00:00,248.3536,267.9545,446.2887,199.201999691
2020-12-13 19:00:00,315.077,334.86330000000004,461.4812,220.70634020600002
2020-12-13 20:00:00,305.8585,333.5964,463.4382,223.935389691
2020-12-13 21:00:00,284.9907,305.80699999999996,451.49019999999996,217.887229485
2020-12-13 22:00:00,247.14849999999998,261.517,425.74019999999996,206.96613948499999
2020-12-13 23:00:00,218.4527,220.33759999999998,398.5997,193.84394103
2020-12-14 00:00:00,201.0148,191.69330000000002,375.1672,180.927740206
2020-12-14 01:00:00,190.6221,178.1076,358.38849999999996,174.871340412
2020-12-14 02:00:00,185.8944,170.4959,329.1983,173.01528010299998
2020-12-14 03:00:00,187.7793,168.4977,320.10339999999997,175.69636948500002
2020-12-14 04:00:00,194.8657,173.7713,317.44599999999997,179.20146041200002
2020-12-14 05:00:00,190.0041,188.37669999999997,315.5611,174.374879073
2020-12-14 06:00:00,220.50240000000002,234.9327,335.94480000000004,179.664960721
2020-12-14 07:00:00,241.5659,254.8323,364.38309999999996,185.16515907299998
2020-12-14 08:00:00,260.85368,277.5129,388.4645,187.719559073
2020-12-14 09:00:00,268.66314,288.7296,416.4805,208.678000206
2020-12-14 10:00:00,273.81829,297.6494,426.1419,202.359979794
2020-12-14 11:00:00,271.62336,298.8236,417.25300000000004,196.898919794
2020-12-14 12:00:00,264.68734,289.41970000000003,408.4671,220.49724958800002
2020-12-14 13:00:00,273.26518,288.18370000000004,414.163,197.644639794
2020-12-14 14:00:00,291.28606,295.57910000000004,411.2584,198.273969897
2020-12-14 15:00:00,273.24870000000004,292.55089999999996,418.6229,205.28311927899998
2020-12-14 16:00:00,274.87816000000004,277.7292,406.1908,209.44431917600002
2020-12-14 17:00:00,267.22217,273.6401,383.4587,211.211800103
2020-12-14 18:00:00,290.90702000000005,300.966,434.5879,219.964740824
2020-12-14 19:00:00,350.68513,366.5564,447.1333,255.005340618
2020-12-14 20:00:00,339.35204000000004,356.4624,438.6358,239.608900309
2020-12-14 21:00:00,314.68559999999997,317.034,417.4796,233.85634907300002
2020-12-14 22:00:00,273.67203,268.83,383.69559999999996,222.886849485
2020-12-14 23:00:00,241.62564,223.6645,352.81620000000004,207.975539691
2020-12-15 00:00:00,226.3734,196.8433,329.0541,201.842919279
2020-12-15 01:00:00,215.24939999999998,182.0834,314.5311,198.285299794
2020-12-15 02:00:00,209.2342,177.0982,306.5898,188.28812072099998
2020-12-15 03:00:00,207.2978,174.3893,305.17870000000005,185.921179485
2020-12-15 04:00:00,214.0237,182.3615,307.2593,191.054700309
2020-12-15 05:00:00,199.717,192.34220000000002,294.62120000000004,187.19837969099999
2020-12-15 06:00:00,225.6627,229.3295,320.9068,194.441340309
2020-12-15 07:00:00,243.4302,255.6666,365.238,202.905879485
2020-12-15 08:00:00,265.74102999999997,279.5111,406.2629,212.77946072100002
2020-12-15 09:00:00,257.54017,288.194,415.7801,219.530080824
2020-12-15 10:00:00,261.49743,292.73629999999997,422.4236,225.369149897
2020-12-15 11:00:00,268.59413,292.8393,433.1459,223.180400206
2020-12-15 12:00:00,262.40177,279.7583,426.5436,218.14679
2020-12-15 13:00:00,275.34063000000003,290.3158,446.1754,218.16944999999998
2020-12-15 14:00:00,280.7162,295.8881,462.85110000000003,216.672859897
2020-12-15 15:00:00,284.67654999999996,299.69910000000004,470.8233,216.83662999999999
2020-12-15 16:00:00,281.95529,294.7242,456.599,217.272320309
2020-12-15 17:00:00,277.41608,286.2061,426.32730000000004,217.744059794
2020-12-15 18:00:00,301.19569,318.74379999999996,468.31010000000003,226.69681958799998
2020-12-15 19:00:00,359.47618,378.9782,487.19,255.628489691
2020-12-15 20:00:00,352.03752,371.80940000000004,479.5474,252.224339794
2020-12-15 21:00:00,320.98611,332.6591,463.61330000000004,239.37406041199998
2020-12-15 22:00:00,278.27921999999995,281.087,430.44730000000004,222.81990000000002
2020-12-15 23:00:00,244.9958,232.8624,396.9002,206.13389999999998
2020-12-16 00:00:00,221.8311,201.05599999999998,367.20529999999997,195.5352
2020-12-16 01:00:00,214.4151,188.6239,350.48839999999996,187.7484
2020-12-16 02:00:00,208.21450000000002,182.49540000000002,339.3335,189.3243
2020-12-16 03:00:00,210.51139999999998,177.59259999999998,334.6676,189.7363
2020-12-16 04:00:00,212.71560000000002,182.81470000000002,336.9851,192.34220000000002
2020-12-16 05:00:00,210.5011,193.0838,319.197,185.79139999999998
2020-12-16 06:00:00,232.0693,234.1602,347.728,191.1577
2020-12-16 07:00:00,247.7974,261.4037,408.74519999999995,200.7161
2020-12-16 08:00:00,269.3244,279.8716,465.8587,187.4806
2020-12-16 09:00:00,274.6907,290.7999,501.919,200.1187
2020-12-16 10:00:00,274.5877,297.4434,523.8683,202.2405
2020-12-16 11:00:00,272.4659,297.1653,529.2655,218.6484
2020-12-16 12:00:00,252.92680000000001,283.36330000000004,533.5915,206.824
2020-12-16 13:00:00,277.1627,293.2307,569.5797,209.629720618
2020-12-16 14:00:00,284.7229,299.31800000000004,591.7453,215.776759691
2020-12-16 15:00:00,280.2115,299.8639,588.5008,214.127729588
2020-12-16 16:00:00,279.39779999999996,284.23879999999997,558.6205,213.490159691
2020-12-16 17:00:00,278.9137,280.8295,504.3601,218.47329948499998
2020-12-16 18:00:00,316.69410000000005,306.8164,542.8615,232.953040824
2020-12-16 19:00:00,355.659,368.88419999999996,547.5789,252.119280309
2020-12-16 20:00:00,335.36800000000005,361.14889999999997,534.5803,242.142700206
2020-12-16 21:00:00,312.0385,321.2879,512.6928,233.515419176
2020-12-16 22:00:00,275.0924,270.5707,479.08389999999997,217.864569279
2020-12-16 23:00:00,238.8261,226.0129,441.9112,199.801459073
2020-12-17 00:00:00,219.18400000000003,199.2432,407.777,195.32508010299998
2020-12-17 01:00:00,208.6986,188.2634,384.13849999999996,188.753680412
2020-12-17 02:00:00,206.53560000000002,180.4766,368.74,185.700760721
2020-12-17 03:00:00,205.073,180.52810000000002,364.1771,185.760500721
2020-12-17 04:00:00,211.7886,186.3682,361.1592,188.413780206
2020-12-17 05:00:00,202.80700000000002,200.2114,336.8409,179.409519485
2020-12-17 06:00:00,230.7921,236.282,363.899,182.820879794
2020-12-17 07:00:00,244.2851,260.4252,431.6936,190.949639279
2020-12-17 08:00:00,271.6419,279.8201,502.5267,199.035139485
2020-12-17 09:00:00,272.5998,292.01529999999997,534.9923,202.819360618
2020-12-17 10:00:00,279.542,299.53430000000003,563.41,206.81782
2020-12-17 11:00:00,277.2554,297.9069,570.1152999999999,205.046220618
2020-12-17 12:00:00,270.26169999999996,288.7399,571.5058,203.326120309
2020-12-17 13:00:00,278.4708,296.1868,611.202,206.080339588
2020-12-17 14:00:00,284.1358,299.6785,620.7810000000001,207.658300206
2020-12-17 15:00:00,276.7713,302.0372,608.2047,211.08305000000001
2020-12-17 16:00:00,278.5738,291.2325,576.9339,209.757439897
2020-12-17 17:00:00,275.01,288.6472,526.7111,213.804309382
2020-12-17 18:00:00,304.159,322.9153,551.3796000000001,226.449619279
2020-12-17 19:00:00,344.2054,366.12379999999996,571.6705999999999,256.200140206
2020-12-17 20:00:00,345.9873,359.161,564.1928,253.365579691
2020-12-17 21:00:00,321.8853,326.1289,550.947,250.35180020599998
2020-12-17 22:00:00,285.2173,275.9061,520.6958999999999,226.177699897
2020-12-17 23:00:00,250.1149,233.1302,482.2769,210.913100515
2020-12-18 00:00:00,226.7545,204.7022,445.49559999999997,200.5822
2020-12-18 01:00:00,215.92919999999998,190.8384,418.2315,193.331
2020-12-18 02:00:00,206.5047,181.41389999999998,397.6933,193.26919999999998
2020-12-18 03:00:00,205.9382,179.5496,384.45779999999996,193.5061
2020-12-18 04:00:00,209.4402,184.76139999999998,381.512,194.4846
2020-12-18 05:00:00,206.2987,195.90599999999998,353.1561,187.1613
2020-12-18 06:00:00,230.7509,237.4562,389.7108,194.0829
2020-12-18 07:00:00,244.48080000000002,261.4552,459.99800000000005,201.18990000000002
2020-12-18 08:00:00,266.5949,286.9168,533.2722,212.22119999999998
2020-12-18 09:00:00,271.3226,298.3601,570.105,216.4957
2020-12-18 10:00:00,272.6204,306.1057,595.1237,215.8983
2020-12-18 11:00:00,269.654,305.8276,599.1922,215.35240000000002
2020-12-18 12:00:00,262.0526,296.0941,599.2849,213.5911
2020-12-18 13:00:00,276.0812,305.93059999999997,637.2403999999999,218.5042
2020-12-18 14:00:00,283.86800000000005,313.2848,656.0585000000001,223.4791
2020-12-18 15:00:00,276.9567,314.8504,643.9663,226.17770000000002
2020-12-18 16:00:00,276.349,304.7461,606.2991999999999,222.2225
2020-12-18 17:00:00,272.7955,293.2101,552.5023,222.8096
2020-12-18 18:00:00,300.0596,309.2266,571.1555999999999,234.1396
2020-12-18 19:00:00,353.8462,371.1296,586.8116,259.1068
2020-12-18 20:00:00,345.6989,360.8399,576.2953,258.3549
2020-12-18 21:00:00,316.7765,331.8351,563.0186,259.045
2020-12-18 22:00:00,287.8747,289.13129999999995,542.0169,243.3684
2020-12-18 23:00:00,249.8368,244.5426,507.6458,218.4012
2020-12-19 00:00:00,228.6394,212.8907,469.0311,209.52259999999998
2020-12-19 01:00:00,215.35240000000002,195.90599999999998,437.86330000000004,196.7918
2020-12-19 02:00:00,210.3775,185.6678,419.3851,193.6812
2020-12-19 03:00:00,209.97580000000002,178.08700000000002,405.1711,196.78150000000002
2020-12-19 04:00:00,217.845,185.2352,397.1989,196.8536
2020-12-19 05:00:00,199.4698,182.0113,362.3952,186.3064
2020-12-19 06:00:00,217.9686,206.9682,367.0096,192.0847
2020-12-19 07:00:00,234.26319999999998,237.0957,406.1908,199.0475
2020-12-19 08:00:00,250.59900000000002,262.7427,457.5775,206.4738
2020-12-19 09:00:00,259.972,275.7001,496.7381,212.54049999999998
2020-12-19 10:00:00,260.29130000000004,281.56080000000003,511.55980000000005,211.3663
2020-12-19 11:00:00,259.0553,281.2106,513.5786,214.4872
2020-12-19 12:00:00,249.3321,274.10360000000003,519.326,211.3663
2020-12-19 13:00:00,250.7947,272.64099999999996,524.6614,214.4357
2020-12-19 14:00:00,249.54840000000002,268.4386,529.1522,212.29330000000002
