,Zongo Tiquimani,Zongo Botijilaca,Zongo Central,Zongo Cuticucho,Zongo Santa Rosa,Zongo Sainami,Zongo Chururaqui,Zongo Harca,Zongo Cahua,Chepete,Bala,Cachuela Esperanza,Binacional Madera
02/07/1996,0.10,0.41,0.15,0.50,0.55,0.12,0.10,1.73,0.74,79.77,693.70,130.44,1257.42
03/07/1996,0.10,0.40,0.15,0.49,0.54,0.12,0.10,1.70,0.73,77.75,676.13,127.22,1227.41
04/07/1996,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.66,0.71,75.86,659.67,124.20,1198.72
05/07/1996,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.63,0.70,74.08,644.26,121.34,1171.13
06/07/1996,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.60,0.68,72.42,629.77,118.61,1145.25
07/07/1996,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.57,0.67,71.11,618.42,116.02,1121.01
08/07/1996,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.60,0.68,74.98,652.01,113.73,1103.22
09/07/1996,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.82,0.78,92.52,804.57,117.31,1123.25
10/07/1996,0.10,0.50,0.18,0.62,0.67,0.15,0.10,2.13,0.91,106.39,925.18,124.84,1170.25
11/07/1996,0.10,0.51,0.19,0.62,0.68,0.15,0.10,2.15,0.92,104.03,904.65,126.84,1190.14
12/07/1996,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.03,0.87,98.03,852.52,123.90,1173.93
13/07/1996,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.93,0.82,93.61,814.10,119.97,1143.77
14/07/1996,0.10,0.49,0.18,0.59,0.65,0.14,0.10,2.05,0.88,92.74,806.54,116.63,1114.44
15/07/1996,0.10,0.50,0.18,0.62,0.67,0.15,0.10,2.12,0.91,91.09,792.12,114.43,1091.90
16/07/1996,0.10,0.48,0.17,0.58,0.63,0.14,0.10,2.01,0.86,86.78,754.64,112.11,1069.72
17/07/1996,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.92,0.82,83.41,725.33,109.13,1044.49
18/07/1996,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.85,0.79,80.51,700.15,106.49,1021.57
19/07/1996,0.10,0.42,0.15,0.52,0.56,0.12,0.10,1.79,0.76,77.86,677.05,104.06,1000.51
20/07/1996,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.74,0.74,76.30,663.52,101.76,980.84
21/07/1996,0.10,0.40,0.15,0.49,0.54,0.12,0.10,1.70,0.73,77.87,677.20,101.23,969.97
22/07/1996,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.66,0.71,82.90,720.92,101.48,963.76
23/07/1996,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.61,0.69,82.25,715.31,101.33,956.77
24/07/1996,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.57,0.67,78.06,678.83,99.69,943.16
25/07/1996,0.10,0.36,0.13,0.45,0.48,0.11,0.10,1.54,0.66,76.65,666.61,97.09,925.02
26/07/1996,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.65,0.71,79.68,692.89,95.37,911.03
27/07/1996,0.10,0.42,0.15,0.51,0.55,0.12,0.10,1.76,0.75,82.21,714.90,95.03,904.18
28/07/1996,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.92,0.82,85.37,742.42,94.91,899.23
29/07/1996,0.10,0.55,0.20,0.67,0.73,0.16,0.10,2.31,0.99,90.86,790.16,94.95,895.80
30/07/1996,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.34,1.00,89.16,775.39,95.39,894.06
31/07/1996,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.16,0.92,83.87,729.36,93.86,882.92
01/08/1996,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.03,0.87,79.95,695.23,91.26,866.43
02/08/1996,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.93,0.82,76.87,668.44,89.01,850.76
03/08/1996,0.10,0.44,0.16,0.53,0.58,0.13,0.10,1.84,0.79,74.15,644.87,87.05,836.63
04/08/1996,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.77,0.76,71.67,623.25,85.23,823.78
05/08/1996,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.72,0.73,69.67,605.89,84.06,814.36
06/08/1996,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.71,0.73,68.68,597.22,83.04,807.24
07/08/1996,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.69,0.72,67.65,588.32,82.07,804.67
08/08/1996,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.63,0.70,65.90,573.11,81.20,802.14
09/08/1996,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.58,0.68,64.23,558.56,79.82,797.63
10/08/1996,0.10,0.37,0.13,0.45,0.48,0.11,0.10,1.54,0.66,62.72,545.41,78.64,792.67
11/08/1996,0.10,0.36,0.13,0.43,0.47,0.10,0.10,1.50,0.64,61.29,533.02,77.50,785.39
12/08/1996,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,60.54,526.49,76.36,781.48
13/08/1996,0.10,0.36,0.13,0.44,0.48,0.10,0.10,1.52,0.65,61.12,531.54,75.64,778.47
14/08/1996,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.66,0.71,64.50,560.95,75.29,778.85
15/08/1996,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.72,0.73,67.43,586.43,76.33,797.24
16/08/1996,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.64,0.70,66.40,577.47,76.95,808.90
17/08/1996,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.58,0.67,64.10,557.47,75.73,804.89
18/08/1996,0.10,0.36,0.13,0.44,0.48,0.11,0.10,1.53,0.65,62.15,540.44,74.25,793.61
19/08/1996,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,60.75,528.33,72.88,781.46
20/08/1996,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.48,0.63,60.44,525.62,71.65,785.28
21/08/1996,0.10,0.35,0.13,0.42,0.46,0.10,0.10,1.46,0.62,60.00,521.75,71.69,800.26
22/08/1996,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.61,59.15,514.43,71.94,816.71
23/08/1996,0.10,0.33,0.12,0.40,0.44,0.10,0.10,1.38,0.59,58.15,505.68,71.10,822.19
24/08/1996,0.10,0.32,0.12,0.39,0.43,0.10,0.10,1.35,0.58,56.78,493.74,70.34,810.02
25/08/1996,0.10,0.31,0.11,0.38,0.42,0.10,0.10,1.32,0.56,56.01,487.05,70.03,799.74
26/08/1996,0.10,0.36,0.13,0.45,0.48,0.11,0.10,1.54,0.66,63.98,556.35,81.32,855.84
27/08/1996,0.10,0.51,0.19,0.62,0.68,0.15,0.10,2.15,0.92,84.24,732.55,112.59,1021.06
28/08/1996,0.10,0.66,0.24,0.81,0.88,0.19,0.12,2.80,1.20,112.71,980.13,133.62,1127.82
29/08/1996,0.10,0.74,0.27,0.91,0.98,0.22,0.14,3.12,1.33,152.18,1323.44,137.14,1143.33
30/08/1996,0.10,0.69,0.25,0.85,0.92,0.20,0.13,2.93,1.25,156.04,1356.99,141.07,1157.86
31/08/1996,0.10,0.69,0.25,0.84,0.91,0.20,0.13,2.90,1.24,139.30,1211.41,135.79,1134.39
01/09/1996,0.10,0.67,0.24,0.82,0.89,0.20,0.12,2.83,1.21,123.00,1069.67,125.62,1082.26
02/09/1996,0.10,0.60,0.22,0.74,0.80,0.18,0.11,2.55,1.09,108.96,947.53,116.41,1027.99
03/09/1996,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.35,1.00,100.52,874.16,115.90,1023.71
04/09/1996,0.10,0.55,0.20,0.67,0.73,0.16,0.10,2.30,0.98,97.44,847.39,116.66,1063.40
05/09/1996,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.36,1.01,103.63,901.17,117.12,1262.83
06/09/1996,0.10,0.54,0.20,0.67,0.72,0.16,0.10,2.30,0.98,105.89,920.87,135.90,1519.58
07/09/1996,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.16,0.92,100.23,871.62,144.41,1689.43
08/09/1996,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.04,0.87,94.67,823.24,133.94,1801.01
09/09/1996,0.10,0.51,0.19,0.62,0.68,0.15,0.10,2.15,0.92,95.08,826.82,131.01,1815.38
10/09/1996,0.10,0.60,0.22,0.73,0.79,0.17,0.11,2.51,1.07,100.64,875.22,140.42,1763.16
11/09/1996,0.10,0.61,0.22,0.74,0.81,0.18,0.11,2.56,1.10,98.91,860.18,143.35,1701.83
12/09/1996,0.10,0.57,0.21,0.69,0.75,0.16,0.10,2.38,1.02,92.96,808.37,134.21,1575.82
13/09/1996,0.10,0.53,0.19,0.65,0.71,0.15,0.10,2.24,0.96,88.19,766.89,125.31,1436.78
14/09/1996,0.10,0.50,0.18,0.61,0.67,0.15,0.10,2.11,0.90,84.04,730.88,118.05,1322.19
15/09/1996,0.10,0.48,0.17,0.58,0.63,0.14,0.10,2.00,0.86,80.38,698.98,113.78,1238.70
16/09/1996,0.10,0.45,0.17,0.56,0.60,0.13,0.10,1.91,0.82,79.23,689.01,109.93,1169.13
17/09/1996,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.85,0.79,78.47,682.39,105.47,1108.33
18/09/1996,0.10,0.45,0.16,0.55,0.59,0.13,0.10,1.88,0.80,77.15,670.91,109.90,1096.49
19/09/1996,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.04,0.87,80.74,702.10,115.10,1102.32
20/09/1996,0.10,0.49,0.18,0.60,0.65,0.14,0.10,2.07,0.89,82.94,721.26,112.79,1080.94
21/09/1996,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.96,0.84,81.65,710.02,108.79,1068.74
22/09/1996,0.10,0.63,0.23,0.77,0.84,0.18,0.12,2.65,1.13,102.61,892.31,107.87,1156.07
23/09/1996,0.10,0.90,0.33,1.11,1.20,0.26,0.17,3.81,1.63,154.99,1347.82,118.28,1458.52
24/09/1996,0.10,0.97,0.35,1.18,1.29,0.28,0.18,4.08,1.74,179.69,1562.68,172.47,1891.07
25/09/1996,0.10,0.97,0.36,1.19,1.29,0.28,0.18,4.11,1.75,179.88,1564.29,202.83,2133.98
26/09/1996,0.10,1.28,0.47,1.56,1.70,0.37,0.24,5.39,2.30,211.11,1835.85,187.55,2069.02
27/09/1996,0.10,1.63,0.59,1.99,2.16,0.47,0.30,6.86,2.93,237.05,2061.50,185.06,1966.35
28/09/1996,0.10,1.52,0.55,1.86,2.02,0.44,0.28,6.40,2.73,216.10,1879.26,183.12,1841.04
29/09/1996,0.10,1.30,0.48,1.59,1.73,0.38,0.24,5.49,2.35,187.91,1634.09,173.79,1704.81
30/09/1996,0.10,1.14,0.42,1.39,1.51,0.33,0.21,4.79,2.05,166.04,1443.90,162.38,1577.53
01/10/1996,0.10,1.01,0.37,1.23,1.34,0.29,0.19,4.25,1.81,149.40,1299.19,149.06,1460.27
02/10/1996,0.10,0.92,0.33,1.12,1.22,0.27,0.17,3.86,1.65,137.44,1195.23,140.30,1382.05
03/10/1996,0.10,0.85,0.31,1.04,1.12,0.25,0.16,3.57,1.52,128.85,1120.55,133.52,1314.39
04/10/1996,0.10,0.79,0.29,0.97,1.05,0.23,0.15,3.34,1.42,122.25,1063.13,128.92,1262.30
05/10/1996,0.10,0.76,0.28,0.92,1.00,0.22,0.14,3.19,1.36,117.41,1021.07,125.30,1239.37
06/10/1996,0.10,0.74,0.27,0.90,0.98,0.21,0.14,3.11,1.33,114.73,997.69,129.10,1259.86
07/10/1996,0.10,0.71,0.26,0.87,0.95,0.21,0.13,3.00,1.28,111.75,971.77,137.81,1292.94
08/10/1996,0.10,0.68,0.25,0.83,0.91,0.20,0.13,2.88,1.23,108.01,939.33,137.89,1287.87
09/10/1996,0.10,0.69,0.25,0.84,0.92,0.20,0.13,2.90,1.24,106.94,929.97,134.24,1265.50
10/10/1996,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.24,1.38,114.08,992.08,143.78,1304.28
11/10/1996,0.10,0.85,0.31,1.04,1.13,0.25,0.16,3.59,1.53,122.51,1065.41,164.53,1417.05
12/10/1996,0.10,0.91,0.33,1.12,1.21,0.27,0.17,3.85,1.64,139.99,1217.39,180.43,1574.78
13/10/1996,0.10,0.96,0.35,1.18,1.28,0.28,0.18,4.06,1.73,165.16,1436.25,206.71,1830.77
14/10/1996,0.10,0.93,0.34,1.13,1.23,0.27,0.17,3.90,1.67,166.65,1449.24,244.60,2219.45
15/10/1996,0.10,0.85,0.31,1.04,1.13,0.25,0.16,3.58,1.53,152.73,1328.15,245.10,2338.36
16/10/1996,0.10,0.79,0.29,0.97,1.05,0.23,0.15,3.33,1.42,139.87,1216.34,218.89,2078.14
17/10/1996,0.10,0.75,0.27,0.91,0.99,0.22,0.14,3.14,1.34,130.61,1135.81,197.92,1874.39
18/10/1996,0.10,0.71,0.26,0.87,0.94,0.21,0.13,2.99,1.28,123.64,1075.19,181.70,1727.25
19/10/1996,0.10,0.75,0.27,0.91,0.99,0.22,0.14,3.15,1.34,124.50,1082.73,169.76,1626.08
20/10/1996,0.10,0.94,0.34,1.15,1.25,0.27,0.17,3.96,1.69,140.85,1224.84,164.42,1607.50
21/10/1996,0.10,1.12,0.41,1.37,1.49,0.33,0.21,4.74,2.02,156.87,1364.20,181.26,1724.11
22/10/1996,0.10,1.21,0.44,1.48,1.61,0.35,0.23,5.12,2.19,170.86,1485.82,194.09,1855.85
23/10/1996,0.10,1.22,0.45,1.50,1.63,0.36,0.23,5.16,2.20,173.98,1512.96,194.60,1900.99
24/10/1996,0.10,1.29,0.47,1.58,1.71,0.38,0.24,5.44,2.32,185.39,1612.24,201.38,1977.03
25/10/1996,0.10,1.36,0.50,1.66,1.80,0.39,0.25,5.72,2.44,221.55,1926.65,209.97,2173.85
26/10/1996,0.10,1.35,0.49,1.65,1.80,0.39,0.25,5.70,2.43,239.33,2081.27,225.91,2408.56
27/10/1996,0.10,1.25,0.46,1.53,1.66,0.36,0.23,5.27,2.25,226.53,1969.93,236.83,2502.85
28/10/1996,0.10,1.20,0.44,1.47,1.60,0.35,0.22,5.06,2.16,212.51,1848.03,226.25,2458.80
29/10/1996,0.10,1.15,0.42,1.41,1.53,0.34,0.21,4.86,2.08,200.36,1742.37,230.27,2436.91
30/10/1996,0.10,1.08,0.39,1.32,1.44,0.31,0.20,4.56,1.95,186.10,1618.34,234.08,2384.48
31/10/1996,0.10,1.09,0.40,1.33,1.44,0.32,0.20,4.58,1.96,182.18,1584.34,218.97,2248.44
01/11/1996,0.10,1.06,0.39,1.30,1.41,0.31,0.20,4.47,1.91,176.13,1531.64,210.06,2183.36
02/11/1996,0.10,0.99,0.36,1.21,1.32,0.29,0.18,4.18,1.79,168.40,1464.44,209.94,2235.66
03/11/1996,0.10,1.06,0.39,1.30,1.41,0.31,0.20,4.48,1.92,182.30,1585.32,220.57,2393.95
04/11/1996,0.10,1.12,0.41,1.37,1.49,0.33,0.21,4.72,2.02,194.99,1695.72,261.19,2688.54
05/11/1996,0.10,1.05,0.38,1.28,1.39,0.30,0.19,4.41,1.88,186.66,1623.27,275.85,2786.17
06/11/1996,0.10,1.00,0.37,1.22,1.33,0.29,0.19,4.22,1.80,182.83,1589.96,251.33,2654.78
07/11/1996,0.10,1.09,0.40,1.34,1.45,0.32,0.20,4.61,1.97,208.31,1811.51,233.18,2601.47
08/11/1996,0.10,1.13,0.41,1.38,1.50,0.33,0.21,4.76,2.03,217.46,1891.06,243.16,2709.62
09/11/1996,0.10,1.70,0.62,2.08,2.26,0.50,0.32,7.18,3.07,306.78,2667.87,263.93,2831.12
10/11/1996,0.10,2.68,0.98,3.27,3.56,0.78,0.50,11.29,4.82,600.71,5223.93,308.55,3069.22
11/11/1996,0.10,2.37,0.86,2.89,3.14,0.69,0.44,9.98,4.26,485.12,4218.74,390.60,3453.84
12/11/1996,0.10,1.94,0.71,2.37,2.58,0.56,0.36,8.18,3.49,381.01,3313.35,345.31,3261.40
13/11/1996,0.10,1.74,0.63,2.12,2.31,0.51,0.32,7.32,3.13,332.35,2890.20,297.66,2993.40
14/11/1996,0.10,1.60,0.58,1.95,2.12,0.47,0.30,6.74,2.88,303.76,2641.55,270.31,2795.02
15/11/1996,0.10,1.56,0.57,1.90,2.07,0.45,0.29,6.56,2.80,305.62,2657.74,284.74,2808.94
16/11/1996,0.10,1.82,0.67,2.23,2.42,0.53,0.34,7.69,3.28,340.43,2960.52,306.53,2895.28
17/11/1996,0.10,2.07,0.76,2.53,2.75,0.60,0.38,8.73,3.73,385.24,3350.15,335.48,3129.38
18/11/1996,0.10,2.06,0.75,2.52,2.74,0.60,0.38,8.68,3.71,395.33,3437.93,355.20,3356.01
19/11/1996,0.10,2.34,0.85,2.86,3.11,0.68,0.43,9.86,4.21,434.43,3777.90,377.12,3588.31
20/11/1996,0.10,2.33,0.85,2.84,3.09,0.68,0.43,9.81,4.19,419.03,3643.98,430.08,3996.48
21/11/1996,0.10,2.06,0.75,2.52,2.74,0.60,0.38,8.69,3.71,372.60,3240.22,418.37,3935.93
22/11/1996,0.10,1.85,0.67,2.26,2.45,0.54,0.34,7.78,3.32,345.10,3001.09,371.64,3649.66
23/11/1996,0.10,1.69,0.62,2.07,2.25,0.49,0.31,7.13,3.05,330.02,2869.92,355.40,3490.97
24/11/1996,0.10,1.58,0.58,1.94,2.10,0.46,0.29,6.68,2.85,313.04,2722.34,393.69,3565.72
25/11/1996,0.10,1.49,0.54,1.83,1.98,0.43,0.28,6.29,2.69,291.38,2533.93,395.46,3474.07
26/11/1996,0.10,1.41,0.52,1.73,1.88,0.41,0.26,5.96,2.55,273.46,2378.13,354.83,3221.99
27/11/1996,0.10,1.34,0.49,1.64,1.79,0.39,0.25,5.67,2.42,258.88,2251.32,324.60,3065.93
28/11/1996,0.10,1.28,0.47,1.57,1.70,0.37,0.24,5.40,2.31,247.86,2155.44,301.46,2879.16
29/11/1996,0.10,1.27,0.46,1.56,1.69,0.37,0.24,5.36,2.29,249.41,2168.91,290.87,2764.43
30/11/1996,0.10,1.40,0.51,1.71,1.86,0.41,0.26,5.89,2.52,269.27,2341.66,295.70,2825.15
01/12/1996,0.10,1.44,0.52,1.76,1.91,0.42,0.27,6.06,2.59,276.25,2402.39,319.89,2976.13
02/12/1996,0.10,1.35,0.49,1.65,1.80,0.39,0.25,5.70,2.44,264.52,2300.39,323.32,3023.87
03/12/1996,0.10,1.35,0.49,1.65,1.79,0.39,0.25,5.69,2.43,274.57,2387.73,313.58,3033.00
04/12/1996,0.10,1.39,0.51,1.70,1.85,0.40,0.26,5.86,2.51,287.06,2496.32,366.75,3266.55
05/12/1996,0.10,1.43,0.52,1.75,1.91,0.42,0.27,6.05,2.58,291.19,2532.26,406.30,3404.55
06/12/1996,0.10,1.65,0.60,2.02,2.20,0.48,0.31,6.97,2.98,317.80,2763.71,387.08,3325.64
07/12/1996,0.10,2.09,0.76,2.55,2.77,0.61,0.39,8.79,3.75,366.39,3186.25,370.41,3365.42
08/12/1996,0.10,2.27,0.83,2.78,3.02,0.66,0.42,9.57,4.09,409.42,3560.47,403.68,3726.43
09/12/1996,0.10,2.42,0.88,2.96,3.22,0.70,0.45,10.21,4.36,424.33,3690.11,464.06,4028.82
10/12/1996,0.10,2.56,0.93,3.12,3.39,0.74,0.47,10.77,4.60,447.13,3888.39,483.73,4100.41
11/12/1996,0.10,3.04,1.11,3.71,4.03,0.88,0.56,12.80,5.47,509.76,4433.04,464.79,4052.07
12/12/1996,0.10,3.28,1.20,4.02,4.36,0.96,0.61,13.84,5.91,539.84,4694.59,490.32,4227.56
13/12/1996,0.10,2.91,1.06,3.56,3.87,0.85,0.54,12.27,5.24,497.58,4327.09,543.41,4485.43
14/12/1996,0.10,2.52,0.92,3.09,3.35,0.73,0.47,10.64,4.54,437.76,3806.88,530.51,4408.11
15/12/1996,0.10,2.33,0.85,2.84,3.09,0.68,0.43,9.80,4.19,400.39,3481.92,468.26,4006.28
16/12/1996,0.10,2.30,0.84,2.81,3.05,0.67,0.43,9.68,4.14,386.77,3363.44,422.69,3869.27
17/12/1996,0.10,2.25,0.82,2.75,2.99,0.65,0.42,9.47,4.05,377.70,3284.58,392.72,3534.16
18/12/1996,0.10,2.13,0.78,2.61,2.84,0.62,0.40,9.00,3.84,379.47,3299.99,376.95,3417.52
19/12/1996,0.10,2.14,0.78,2.61,2.84,0.62,0.40,9.01,3.85,378.91,3295.10,376.43,3394.66
20/12/1996,0.10,2.21,0.81,2.71,2.94,0.64,0.41,9.33,3.99,388.99,3382.75,367.40,3339.50
21/12/1996,0.10,2.34,0.85,2.86,3.11,0.68,0.43,9.87,4.22,411.00,3574.21,353.66,3238.69
22/12/1996,0.10,2.53,0.92,3.09,3.36,0.74,0.47,10.67,4.56,415.48,3613.13,346.41,3211.64
23/12/1996,0.10,2.61,0.95,3.19,3.47,0.76,0.48,10.99,4.70,432.59,3761.97,342.61,3238.35
24/12/1996,0.10,2.79,1.02,3.41,3.71,0.81,0.52,11.77,5.03,463.62,4031.80,351.21,3270.86
25/12/1996,0.10,3.24,1.18,3.96,4.30,0.94,0.60,13.66,5.83,552.10,4801.22,355.90,3317.69
26/12/1996,0.10,3.44,1.26,4.21,4.57,1.00,0.64,14.50,6.19,593.62,5162.30,371.86,3556.00
27/12/1996,0.10,3.66,1.34,4.48,4.86,1.07,0.68,15.43,6.59,597.26,5193.96,398.44,3788.97
28/12/1996,0.10,3.68,1.34,4.50,4.89,1.07,0.68,15.52,6.63,659.80,5737.83,425.62,3979.99
29/12/1996,0.10,3.84,1.40,4.70,5.10,1.12,0.71,16.19,6.91,780.42,6786.78,446.17,4194.14
30/12/1996,0.10,3.78,1.38,4.62,5.02,1.10,0.70,15.91,6.80,773.56,6727.13,466.83,4402.80
31/12/1996,0.10,3.66,1.34,4.47,4.86,1.06,0.68,15.42,6.59,735.28,6394.26,480.94,4556.92
01/01/1997,0.10,4.39,1.60,5.36,5.83,1.28,0.81,18.49,7.90,822.39,7151.80,485.43,4685.87
02/01/1997,0.10,4.61,1.68,5.64,6.13,1.34,0.86,19.44,8.31,989.24,8602.77,532.20,5033.32
03/01/1997,0.10,4.01,1.46,4.90,5.33,1.17,0.74,16.91,7.22,806.45,7013.14,546.16,5076.83
04/01/1997,0.10,3.50,1.28,4.28,4.65,1.02,0.65,14.76,6.30,693.51,6031.01,508.76,4815.11
05/01/1997,0.10,3.31,1.21,4.04,4.39,0.96,0.61,13.94,5.95,633.99,5513.35,476.55,4636.92
06/01/1997,0.10,3.18,1.16,3.89,4.22,0.93,0.59,13.40,5.73,600.30,5220.36,455.56,4527.11
07/01/1997,0.10,3.10,1.13,3.79,4.12,0.90,0.57,13.07,5.58,587.26,5106.99,458.23,4531.72
08/01/1997,0.10,3.29,1.20,4.02,4.37,0.96,0.61,13.87,5.92,589.31,5124.80,462.23,4530.37
09/01/1997,0.10,3.33,1.21,4.07,4.42,0.97,0.62,14.03,5.99,584.90,5086.49,470.32,4596.65
10/01/1997,0.10,3.34,1.22,4.08,4.43,0.97,0.62,14.07,6.01,588.30,5116.06,477.81,4642.19
11/01/1997,0.10,3.30,1.21,4.04,4.39,0.96,0.61,13.92,5.95,572.30,4976.89,474.05,4668.45
12/01/1997,0.10,3.21,1.17,3.92,4.26,0.93,0.60,13.52,5.78,547.63,4762.38,492.08,4744.73
13/01/1997,0.10,3.08,1.12,3.76,4.09,0.90,0.57,12.98,5.54,522.52,4544.00,511.31,4797.58
14/01/1997,0.10,3.05,1.11,3.73,4.06,0.89,0.57,12.87,5.50,516.35,4490.37,508.00,4762.20
15/01/1997,0.10,3.32,1.21,4.06,4.41,0.97,0.62,13.99,5.97,540.91,4703.93,492.78,4679.39
16/01/1997,0.10,3.33,1.21,4.07,4.42,0.97,0.62,14.03,5.99,552.83,4807.55,500.84,4694.69
17/01/1997,0.10,3.22,1.17,3.93,4.27,0.94,0.60,13.56,5.79,559.37,4864.45,508.80,4726.47
18/01/1997,0.10,3.39,1.24,4.14,4.50,0.99,0.63,14.28,6.10,627.39,5456.01,501.88,4716.36
19/01/1997,0.10,4.23,1.54,5.17,5.62,1.23,0.78,17.83,7.62,743.79,6468.24,528.64,4879.03
20/01/1997,0.10,4.13,1.51,5.05,5.49,1.20,0.77,17.41,7.44,719.88,6260.32,566.36,5100.65
21/01/1997,0.10,3.79,1.38,4.64,5.04,1.10,0.70,15.98,6.83,652.57,5674.93,558.28,5158.66
22/01/1997,0.10,3.55,1.30,4.34,4.72,1.03,0.66,14.96,6.39,605.32,5264.04,523.58,5040.55
23/01/1997,0.10,3.48,1.27,4.26,4.63,1.01,0.65,14.68,6.27,580.82,5051.01,492.24,4822.11
24/01/1997,0.10,3.37,1.23,4.12,4.48,0.98,0.62,14.20,6.07,554.89,4825.54,468.51,4659.79
25/01/1997,0.10,3.36,1.22,4.10,4.46,0.98,0.62,14.14,6.04,542.73,4719.72,449.30,4529.32
26/01/1997,0.10,3.30,1.20,4.03,4.38,0.96,0.61,13.89,5.93,537.10,4670.78,436.03,4403.79
27/01/1997,0.10,3.15,1.15,3.85,4.19,0.92,0.58,13.28,5.67,529.47,4604.47,432.24,4322.97
28/01/1997,0.10,3.40,1.24,4.15,4.51,0.99,0.63,14.31,6.11,556.58,4840.20,430.42,4282.93
29/01/1997,0.10,3.40,1.24,4.16,4.52,0.99,0.63,14.35,6.13,600.71,5223.93,475.67,4501.38
30/01/1997,0.10,3.23,1.18,3.95,4.29,0.94,0.60,13.61,5.81,640.14,5566.88,538.81,4813.38
31/01/1997,0.10,3.15,1.15,3.85,4.19,0.92,0.58,13.28,5.67,652.99,5678.61,549.69,4913.04
01/02/1997,0.10,3.03,1.10,3.70,4.02,0.88,0.56,12.75,5.45,663.05,5766.09,547.33,4982.80
02/02/1997,0.10,3.06,1.12,3.74,4.06,0.89,0.57,12.89,5.51,680.34,5916.41,578.94,5153.58
03/02/1997,0.10,3.00,1.09,3.66,3.98,0.87,0.56,12.63,5.40,636.88,5538.49,599.44,5239.80
04/02/1997,0.10,3.00,1.09,3.66,3.98,0.87,0.56,12.63,5.40,619.43,5386.78,601.64,5243.24
05/02/1997,0.10,3.75,1.37,4.59,4.98,1.09,0.70,15.81,6.75,769.46,6691.48,596.43,5257.03
06/02/1997,0.10,4.69,1.71,5.73,6.23,1.36,0.87,19.76,8.44,1055.45,9178.51,606.97,5336.52
07/02/1997,0.10,4.43,1.62,5.42,5.89,1.29,0.82,18.69,7.98,916.29,7968.33,612.96,5391.28
08/02/1997,0.10,3.97,1.45,4.85,5.27,1.16,0.74,16.73,7.15,803.63,6988.62,606.43,5388.18
09/02/1997,0.10,3.60,1.31,4.40,4.78,1.05,0.67,15.16,6.48,736.78,6407.25,601.23,5335.07
10/02/1997,0.10,3.56,1.30,4.35,4.73,1.04,0.66,15.00,6.41,714.17,6210.61,601.74,5360.31
11/02/1997,0.10,3.49,1.27,4.26,4.63,1.01,0.65,14.69,6.27,689.64,5997.30,597.59,5349.41
12/02/1997,0.10,3.30,1.20,4.04,4.38,0.96,0.61,13.91,5.94,678.25,5898.26,596.39,5335.39
13/02/1997,0.10,3.29,1.20,4.02,4.37,0.96,0.61,13.85,5.92,683.61,5944.89,594.26,5338.35
14/02/1997,0.10,3.40,1.24,4.15,4.51,0.99,0.63,14.32,6.12,740.77,6442.01,591.57,5318.58
15/02/1997,0.10,3.92,1.43,4.79,5.20,1.14,0.73,16.51,7.05,857.36,7455.86,595.04,5295.87
