,Zongo Tiquimani,Zongo Botijilaca,Zongo Central,Zongo Cuticucho,Zongo Santa Rosa,Zongo Sainami,Zongo Chururaqui,Zongo Harca,Zongo Cahua,Chepete,Bala,Cachuela Esperanza,Binacional Madera
16/02/1997,0.10,4.06,1.48,4.96,5.39,1.18,0.75,17.11,7.31,921.75,8015.80,613.22,5299.38
17/02/1997,0.10,3.95,1.44,4.82,5.24,1.15,0.73,16.63,7.10,852.29,7411.80,618.78,5300.18
18/02/1997,0.10,3.97,1.45,4.85,5.27,1.15,0.74,16.73,7.15,798.00,6939.70,627.37,5319.72
19/02/1997,0.10,4.04,1.47,4.94,5.36,1.18,0.75,17.02,7.27,778.46,6769.76,634.58,5333.77
20/02/1997,0.10,5.06,1.85,6.18,6.72,1.47,0.94,21.31,9.10,844.72,7345.96,653.21,5385.25
21/02/1997,0.10,5.63,2.05,6.88,7.48,1.64,1.04,23.72,10.13,902.31,7846.76,688.83,5434.05
22/02/1997,0.10,5.75,2.10,7.03,7.63,1.67,1.07,24.22,10.35,931.13,8097.36,693.15,5550.20
23/02/1997,0.10,5.15,1.88,6.30,6.84,1.50,0.96,21.71,9.27,881.41,7664.98,701.33,5597.88
24/02/1997,0.10,4.58,1.67,5.60,6.08,1.33,0.85,19.31,8.25,797.88,6938.65,694.27,5499.23
25/02/1997,0.10,4.66,1.70,5.70,6.19,1.36,0.86,19.65,8.39,768.82,6685.86,686.79,5411.59
26/02/1997,0.10,4.65,1.70,5.68,6.18,1.35,0.86,19.59,8.37,764.44,6647.79,678.71,5399.99
27/02/1997,0.10,4.28,1.56,5.23,5.68,1.24,0.79,18.03,7.70,751.53,6535.50,674.37,5389.06
28/02/1997,0.10,4.24,1.55,5.18,5.63,1.23,0.79,17.86,7.63,768.87,6686.31,678.33,5411.62
01/03/1997,0.10,4.19,1.53,5.12,5.57,1.22,0.78,17.66,7.54,756.59,6579.52,684.29,5465.48
02/03/1997,0.10,4.50,1.64,5.50,5.97,1.31,0.83,18.95,8.10,745.49,6483.05,681.28,5486.25
03/03/1997,0.10,4.58,1.67,5.60,6.08,1.33,0.85,19.29,8.24,742.03,6452.93,684.69,5454.10
04/03/1997,0.10,4.36,1.59,5.33,5.79,1.27,0.81,18.36,7.84,716.67,6232.35,684.94,5475.66
05/03/1997,0.10,4.49,1.64,5.48,5.96,1.31,0.83,18.90,8.07,705.26,6133.13,680.92,5480.27
06/03/1997,0.10,4.50,1.64,5.50,5.98,1.31,0.83,18.97,8.10,693.01,6026.64,676.01,5467.63
07/03/1997,0.10,4.23,1.55,5.18,5.62,1.23,0.79,17.84,7.62,665.77,5789.74,672.22,5469.98
08/03/1997,0.10,3.93,1.44,4.81,5.22,1.14,0.73,16.57,7.08,650.41,5656.20,668.01,5430.51
09/03/1997,0.10,4.02,1.47,4.92,5.34,1.17,0.75,16.94,7.24,686.21,5967.51,664.76,5394.46
10/03/1997,0.10,4.21,1.54,5.14,5.59,1.22,0.78,17.73,7.57,741.98,6452.49,672.57,5433.60
11/03/1997,0.10,4.36,1.59,5.33,5.80,1.27,0.81,18.39,7.85,798.58,6944.69,698.12,5472.75
12/03/1997,0.10,4.14,1.51,5.07,5.50,1.21,0.77,17.46,7.46,757.51,6587.59,698.81,5483.32
13/03/1997,0.10,3.94,1.44,4.82,5.23,1.15,0.73,16.61,7.09,730.58,6353.37,698.29,5477.60
14/03/1997,0.10,4.01,1.46,4.90,5.33,1.17,0.74,16.90,7.22,743.38,6464.70,699.29,5498.23
15/03/1997,0.10,3.87,1.41,4.73,5.14,1.13,0.72,16.30,6.96,712.72,6198.02,706.67,5528.87
16/03/1997,0.10,3.60,1.31,4.40,4.79,1.05,0.67,15.18,6.48,667.14,5801.64,707.27,5500.33
17/03/1997,0.10,3.43,1.25,4.20,4.56,1.00,0.64,14.47,6.18,645.02,5609.29,701.14,5442.49
18/03/1997,0.10,3.40,1.24,4.15,4.51,0.99,0.63,14.32,6.12,648.45,5639.16,697.86,5449.15
19/03/1997,0.10,3.46,1.26,4.23,4.59,1.01,0.64,14.57,6.23,659.26,5733.12,705.35,5621.40
20/03/1997,0.10,3.38,1.23,4.14,4.49,0.98,0.63,14.26,6.09,643.98,5600.23,719.10,5667.17
21/03/1997,0.10,3.19,1.16,3.90,4.24,0.93,0.59,13.45,5.74,603.27,5246.24,716.22,5568.21
22/03/1997,0.10,3.04,1.11,3.71,4.03,0.88,0.56,12.80,5.47,577.52,5022.27,710.37,5506.28
23/03/1997,0.10,2.96,1.08,3.62,3.93,0.86,0.55,12.48,5.33,588.70,5119.49,702.80,5476.82
24/03/1997,0.10,2.88,1.05,3.53,3.83,0.84,0.53,12.15,5.19,578.76,5033.05,709.63,5596.07
25/03/1997,0.10,2.91,1.06,3.55,3.86,0.85,0.54,12.25,5.23,606.46,5273.97,728.52,5602.22
26/03/1997,0.10,2.97,1.08,3.63,3.95,0.86,0.55,12.52,5.35,643.49,5595.97,732.94,5565.49
27/03/1997,0.10,3.17,1.16,3.88,4.22,0.92,0.59,13.38,5.72,661.91,5756.21,759.12,5665.42
28/03/1997,0.10,3.38,1.23,4.13,4.49,0.98,0.63,14.24,6.08,647.02,5626.65,798.14,5749.67
29/03/1997,0.10,3.19,1.16,3.90,4.24,0.93,0.59,13.45,5.74,599.31,5211.75,808.39,5801.80
30/03/1997,0.10,2.91,1.06,3.56,3.87,0.85,0.54,12.28,5.25,551.19,4793.36,808.45,5715.79
31/03/1997,0.10,2.71,0.99,3.31,3.60,0.79,0.50,11.42,4.88,513.21,4463.03,800.98,5660.67
01/04/1997,0.10,2.56,0.93,3.13,3.40,0.75,0.47,10.79,4.61,483.03,4200.60,794.39,5598.59
02/04/1997,0.10,2.44,0.89,2.99,3.24,0.71,0.45,10.29,4.40,458.14,3984.10,786.26,5528.39
03/04/1997,0.10,2.33,0.85,2.85,3.09,0.68,0.43,9.81,4.19,437.33,3803.14,777.41,5474.33
04/04/1997,0.10,2.33,0.85,2.85,3.10,0.68,0.43,9.82,4.19,431.63,3753.56,768.42,5462.89
05/04/1997,0.10,2.32,0.85,2.84,3.08,0.68,0.43,9.78,4.18,426.20,3706.37,759.69,5446.14
06/04/1997,0.10,2.30,0.84,2.81,3.05,0.67,0.43,9.67,4.13,418.11,3636.04,749.86,5405.98
07/04/1997,0.10,2.29,0.84,2.81,3.05,0.67,0.43,9.67,4.13,410.84,3572.80,738.79,5372.75
08/04/1997,0.10,2.26,0.83,2.76,3.00,0.66,0.42,9.53,4.07,401.80,3494.16,727.23,5323.23
09/04/1997,0.10,2.25,0.82,2.75,2.99,0.66,0.42,9.49,4.06,395.06,3435.60,715.36,5261.60
10/04/1997,0.10,2.24,0.82,2.74,2.97,0.65,0.41,9.43,4.03,398.49,3465.41,705.08,5197.52
11/04/1997,0.10,2.20,0.80,2.69,2.92,0.64,0.41,9.28,3.96,402.06,3496.41,695.70,5160.71
12/04/1997,0.10,2.12,0.77,2.59,2.81,0.62,0.39,8.93,3.81,388.58,3379.23,684.33,5209.63
13/04/1997,0.10,2.01,0.73,2.46,2.67,0.59,0.37,8.48,3.62,368.37,3203.50,671.71,5233.17
14/04/1997,0.10,1.92,0.70,2.35,2.56,0.56,0.36,8.11,3.47,350.69,3049.68,659.57,5152.42
15/04/1997,0.10,1.84,0.67,2.25,2.45,0.54,0.34,7.77,3.32,337.89,2938.44,650.38,5044.35
16/04/1997,0.10,1.76,0.64,2.16,2.34,0.51,0.33,7.43,3.18,325.33,2829.19,641.17,4942.80
17/04/1997,0.10,1.69,0.62,2.07,2.25,0.49,0.31,7.13,3.05,312.40,2716.73,629.94,4867.27
18/04/1997,0.10,1.63,0.59,1.99,2.16,0.47,0.30,6.85,2.93,301.64,2623.14,618.64,4820.74
19/04/1997,0.10,1.57,0.57,1.92,2.08,0.46,0.29,6.61,2.83,293.18,2549.55,606.11,4853.66
20/04/1997,0.10,1.53,0.56,1.87,2.04,0.45,0.28,6.46,2.76,288.07,2505.16,594.64,4918.07
21/04/1997,0.10,1.49,0.55,1.83,1.98,0.43,0.28,6.30,2.69,284.19,2471.38,588.31,4942.21
22/04/1997,0.10,1.44,0.53,1.76,1.91,0.42,0.27,6.07,2.59,276.30,2402.83,584.78,5015.61
23/04/1997,0.10,1.39,0.51,1.70,1.85,0.40,0.26,5.85,2.50,265.62,2309.93,580.57,5042.94
24/04/1997,0.10,1.35,0.49,1.65,1.79,0.39,0.25,5.67,2.42,256.22,2228.15,575.30,4991.73
25/04/1997,0.10,1.34,0.49,1.64,1.78,0.39,0.25,5.64,2.41,251.11,2183.75,572.11,4923.13
26/04/1997,0.10,1.36,0.50,1.67,1.81,0.40,0.25,5.74,2.45,253.40,2203.66,577.93,4887.96
27/04/1997,0.10,1.36,0.50,1.66,1.81,0.40,0.25,5.73,2.45,252.72,2197.74,581.40,4824.06
28/04/1997,0.10,1.31,0.48,1.61,1.75,0.38,0.24,5.54,2.37,243.94,2121.40,576.29,4711.84
29/04/1997,0.10,1.26,0.46,1.54,1.68,0.37,0.23,5.32,2.27,234.16,2036.35,571.81,4598.92
30/04/1997,0.10,1.22,0.44,1.49,1.62,0.35,0.23,5.13,2.19,225.36,1959.82,568.42,4505.07
01/05/1997,0.10,1.17,0.43,1.44,1.56,0.34,0.22,4.95,2.12,217.69,1893.12,564.61,4416.39
02/05/1997,0.10,1.16,0.42,1.42,1.54,0.34,0.22,4.89,2.09,212.25,1845.78,561.25,4326.39
03/05/1997,0.10,1.15,0.42,1.40,1.52,0.33,0.21,4.83,2.06,208.97,1817.30,559.16,4287.91
04/05/1997,0.10,1.11,0.41,1.36,1.47,0.32,0.21,4.68,2.00,204.63,1779.57,557.34,4240.35
05/05/1997,0.10,1.07,0.39,1.31,1.43,0.31,0.20,4.53,1.94,198.18,1723.43,555.56,4195.86
06/05/1997,0.10,1.04,0.38,1.28,1.39,0.30,0.19,4.40,1.88,191.77,1667.67,554.55,4185.30
07/05/1997,0.10,1.02,0.37,1.24,1.35,0.30,0.19,4.28,1.83,185.95,1617.07,553.54,4140.61
08/05/1997,0.10,0.99,0.36,1.21,1.32,0.29,0.18,4.18,1.78,180.75,1571.82,552.11,4065.01
09/05/1997,0.10,0.96,0.35,1.18,1.28,0.28,0.18,4.07,1.74,176.56,1535.41,550.78,3996.16
10/05/1997,0.10,0.94,0.34,1.15,1.24,0.27,0.17,3.95,1.69,172.25,1497.92,549.66,3935.07
11/05/1997,0.10,0.91,0.33,1.12,1.21,0.27,0.17,3.85,1.64,168.66,1466.71,548.70,3881.69
12/05/1997,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.80,1.62,166.24,1445.67,548.29,3841.82
13/05/1997,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.80,1.62,164.13,1427.30,547.80,3848.73
14/05/1997,0.10,0.93,0.34,1.14,1.24,0.27,0.17,3.93,1.68,166.59,1448.71,548.21,3894.94
15/05/1997,0.10,0.95,0.35,1.16,1.26,0.28,0.18,3.99,1.71,167.79,1459.12,548.81,3942.91
16/05/1997,0.10,0.95,0.35,1.16,1.26,0.28,0.18,4.01,1.71,165.65,1440.53,549.44,3961.93
17/05/1997,0.10,0.95,0.35,1.16,1.26,0.28,0.18,4.00,1.71,163.28,1419.92,550.42,3943.58
18/05/1997,0.10,0.93,0.34,1.13,1.23,0.27,0.17,3.91,1.67,160.51,1395.81,550.95,3919.69
19/05/1997,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.80,1.62,157.14,1366.53,551.64,3898.20
20/05/1997,0.10,0.87,0.32,1.06,1.16,0.25,0.16,3.66,1.57,152.39,1325.24,551.09,3876.21
21/05/1997,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.61,1.54,151.82,1320.23,549.62,3871.48
22/05/1997,0.10,0.99,0.36,1.21,1.31,0.29,0.18,4.17,1.78,189.22,1645.54,548.59,3924.72
23/05/1997,0.10,1.16,0.42,1.42,1.54,0.34,0.21,4.88,2.09,215.98,1878.22,548.12,4017.68
24/05/1997,0.10,1.13,0.41,1.38,1.50,0.33,0.21,4.77,2.04,203.03,1765.65,547.52,4081.15
25/05/1997,0.10,1.05,0.38,1.28,1.39,0.30,0.19,4.41,1.89,187.43,1629.92,546.60,4054.35
26/05/1997,0.10,1.02,0.37,1.25,1.35,0.30,0.19,4.30,1.83,179.00,1556.60,545.82,3957.86
27/05/1997,0.10,0.99,0.36,1.21,1.32,0.29,0.18,4.18,1.78,171.89,1494.83,545.11,3865.21
28/05/1997,0.10,0.94,0.34,1.15,1.25,0.27,0.17,3.96,1.69,163.69,1423.53,544.44,3790.44
29/05/1997,0.10,0.90,0.33,1.10,1.19,0.26,0.17,3.79,1.62,157.32,1368.13,543.83,3729.72
30/05/1997,0.10,0.86,0.31,1.05,1.15,0.25,0.16,3.64,1.55,151.69,1319.17,543.29,3678.03
31/05/1997,0.10,0.85,0.31,1.04,1.13,0.25,0.16,3.59,1.53,148.19,1288.68,542.79,3633.58
01/06/1997,0.10,0.84,0.31,1.03,1.12,0.25,0.16,3.56,1.52,147.18,1279.89,454.36,3202.46
02/06/1997,0.10,0.82,0.30,1.00,1.08,0.24,0.15,3.44,1.47,144.31,1254.96,334.90,2635.98
03/06/1997,0.10,0.79,0.29,0.96,1.05,0.23,0.15,3.33,1.42,139.70,1214.91,332.58,2610.12
04/06/1997,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.23,1.38,135.68,1179.94,329.43,2589.37
05/06/1997,0.10,0.74,0.27,0.91,0.99,0.22,0.14,3.13,1.34,131.75,1145.75,326.48,2584.87
06/06/1997,0.10,0.73,0.26,0.89,0.96,0.21,0.13,3.06,1.31,130.23,1132.55,330.91,2689.12
07/06/1997,0.10,0.71,0.26,0.87,0.95,0.21,0.13,3.00,1.28,129.86,1129.33,249.59,2430.20
08/06/1997,0.10,0.70,0.25,0.85,0.93,0.20,0.13,2.94,1.26,127.31,1107.14,245.20,2492.27
09/06/1997,0.10,0.68,0.25,0.83,0.90,0.20,0.13,2.87,1.22,123.72,1075.87,240.94,2493.99
10/06/1997,0.10,0.66,0.24,0.81,0.88,0.19,0.12,2.79,1.19,120.08,1044.21,235.73,2406.01
11/06/1997,0.10,0.64,0.24,0.79,0.86,0.19,0.12,2.72,1.16,116.72,1015.00,230.89,2305.51
12/06/1997,0.10,0.63,0.23,0.77,0.83,0.18,0.12,2.65,1.13,113.62,988.11,228.26,2238.98
13/06/1997,0.10,0.61,0.22,0.75,0.82,0.18,0.11,2.59,1.10,110.77,963.30,228.87,2196.95
14/06/1997,0.10,0.60,0.22,0.73,0.80,0.17,0.11,2.53,1.08,108.07,939.82,227.15,2158.42
15/06/1997,0.10,0.59,0.21,0.72,0.78,0.17,0.11,2.47,1.05,106.04,922.14,222.45,2131.41
16/06/1997,0.10,0.57,0.21,0.70,0.76,0.17,0.11,2.41,1.03,104.21,906.26,218.30,2110.57
17/06/1997,0.10,0.59,0.21,0.72,0.78,0.17,0.11,2.48,1.06,105.15,914.41,214.94,2093.25
18/06/1997,0.10,0.61,0.22,0.74,0.81,0.18,0.11,2.57,1.10,109.28,950.34,215.83,2103.15
19/06/1997,0.10,0.60,0.22,0.73,0.79,0.17,0.11,2.51,1.07,113.28,985.16,225.67,2144.58
20/06/1997,0.10,0.58,0.21,0.71,0.77,0.17,0.11,2.44,1.04,112.51,978.40,230.61,2145.37
21/06/1997,0.10,0.56,0.21,0.69,0.75,0.16,0.10,2.37,1.01,108.28,941.63,225.50,2084.21
22/06/1997,0.10,0.55,0.20,0.67,0.73,0.16,0.10,2.31,0.99,104.73,910.78,219.96,2012.97
23/06/1997,0.10,0.53,0.20,0.65,0.71,0.16,0.10,2.25,0.96,101.65,883.97,215.04,1945.39
24/06/1997,0.10,0.52,0.19,0.64,0.69,0.15,0.10,2.20,0.94,98.84,859.58,210.56,1886.45
25/06/1997,0.10,0.53,0.19,0.65,0.71,0.15,0.10,2.24,0.96,97.73,849.88,206.49,1836.13
26/06/1997,0.10,0.54,0.20,0.66,0.71,0.16,0.10,2.26,0.97,96.58,839.92,205.31,1808.78
27/06/1997,0.10,0.52,0.19,0.64,0.70,0.15,0.10,2.21,0.94,96.59,839.95,205.80,1825.53
28/06/1997,0.10,0.53,0.19,0.64,0.70,0.15,0.10,2.22,0.95,99.62,866.36,206.59,1887.01
29/06/1997,0.10,0.53,0.19,0.65,0.71,0.15,0.10,2.24,0.96,103.54,900.43,210.21,1953.30
30/06/1997,0.10,0.53,0.19,0.65,0.71,0.15,0.10,2.24,0.96,104.99,913.02,211.16,1968.67
01/07/1997,0.10,0.52,0.19,0.64,0.70,0.15,0.10,2.21,0.94,102.18,888.56,207.72,1934.82
02/07/1997,0.10,0.51,0.19,0.62,0.67,0.15,0.10,2.14,0.91,98.55,857.02,203.43,1880.42
03/07/1997,0.10,0.49,0.18,0.60,0.66,0.14,0.10,2.08,0.89,95.49,830.42,199.30,1822.33
04/07/1997,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.02,0.86,92.67,805.90,195.55,1770.21
05/07/1997,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.97,0.84,89.95,782.25,191.95,1725.18
06/07/1997,0.10,0.50,0.18,0.61,0.67,0.15,0.10,2.11,0.90,90.62,788.06,188.58,1683.01
07/07/1997,0.10,0.53,0.19,0.64,0.70,0.15,0.10,2.22,0.95,90.91,790.60,186.33,1646.61
08/07/1997,0.10,0.51,0.18,0.62,0.67,0.15,0.10,2.13,0.91,88.09,766.08,184.13,1617.98
09/07/1997,0.10,0.49,0.18,0.60,0.65,0.14,0.10,2.06,0.88,85.79,746.05,181.16,1589.91
10/07/1997,0.10,0.47,0.17,0.58,0.63,0.14,0.10,2.00,0.85,83.53,726.43,178.46,1564.77
11/07/1997,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.94,0.83,81.36,707.53,175.89,1540.16
12/07/1997,0.10,0.45,0.16,0.55,0.59,0.13,0.10,1.89,0.81,79.40,690.52,173.43,1511.55
13/07/1997,0.10,0.44,0.16,0.53,0.58,0.13,0.10,1.84,0.79,78.32,681.11,171.12,1486.75
14/07/1997,0.10,0.43,0.16,0.52,0.57,0.12,0.10,1.80,0.77,77.23,671.61,169.13,1468.04
15/07/1997,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.81,0.77,76.78,667.67,167.24,1472.41
16/07/1997,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.82,0.78,80.57,700.67,165.59,1490.10
17/07/1997,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.77,0.76,82.80,720.04,164.58,1496.48
18/07/1997,0.10,0.42,0.15,0.51,0.55,0.12,0.10,1.75,0.75,81.34,707.39,164.31,1590.18
19/07/1997,0.10,0.41,0.15,0.50,0.55,0.12,0.10,1.74,0.74,79.97,695.44,163.08,1658.36
20/07/1997,0.10,0.40,0.15,0.49,0.54,0.12,0.10,1.71,0.73,77.68,675.50,162.42,1591.26
21/07/1997,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,75.55,657.04,160.93,1520.58
22/07/1997,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.63,0.70,73.45,638.74,153.56,1441.01
23/07/1997,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.60,0.68,71.55,622.26,145.56,1370.23
24/07/1997,0.10,0.37,0.14,0.45,0.49,0.11,0.10,1.56,0.67,69.84,607.34,139.03,1313.99
25/07/1997,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.68,0.72,70.87,616.32,133.32,1265.19
26/07/1997,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.77,0.76,71.57,622.36,130.30,1231.98
27/07/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.90,0.81,73.75,641.34,129.02,1209.40
28/07/1997,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.98,0.85,75.04,652.61,126.84,1185.27
29/07/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.90,0.81,74.75,650.04,124.51,1164.62
30/07/1997,0.10,0.44,0.16,0.53,0.58,0.13,0.10,1.84,0.79,74.56,648.36,122.40,1146.95
31/07/1997,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.78,0.76,72.24,628.19,119.67,1138.55
01/08/1997,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.75,0.75,74.58,648.56,120.28,1189.61
02/08/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.89,0.81,80.48,699.90,121.78,1271.13
03/08/1997,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.97,0.84,86.54,752.60,120.51,1490.80
04/08/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.89,0.81,88.24,767.41,120.05,1624.25
05/08/1997,0.10,0.44,0.16,0.54,0.59,0.13,0.10,1.86,0.79,85.83,746.42,118.10,1797.32
06/08/1997,0.10,0.46,0.17,0.57,0.62,0.14,0.10,1.96,0.84,87.75,763.14,114.49,1846.55
07/08/1997,0.10,0.48,0.17,0.58,0.63,0.14,0.10,2.01,0.86,90.38,786.00,112.37,1657.90
08/08/1997,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.93,0.82,88.26,767.52,110.62,1508.64
09/08/1997,0.10,0.44,0.16,0.54,0.58,0.13,0.10,1.86,0.79,84.99,739.13,107.70,1395.37
10/08/1997,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.81,0.77,82.26,715.34,104.61,1308.45
11/08/1997,0.10,0.42,0.15,0.52,0.56,0.12,0.10,1.79,0.76,79.88,694.65,101.98,1241.01
12/08/1997,0.10,0.42,0.15,0.51,0.56,0.12,0.10,1.77,0.76,78.76,684.95,99.57,1188.59
13/08/1997,0.10,0.44,0.16,0.54,0.59,0.13,0.10,1.86,0.79,80.33,698.56,97.41,1145.86
14/08/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.89,0.81,80.24,697.76,97.24,1119.71
15/08/1997,0.10,0.43,0.16,0.52,0.57,0.12,0.10,1.81,0.77,77.29,672.10,96.74,1097.26
16/08/1997,0.10,0.45,0.16,0.55,0.59,0.13,0.10,1.88,0.80,76.51,665.37,95.12,1086.42
17/08/1997,0.10,0.45,0.17,0.55,0.60,0.13,0.10,1.91,0.82,77.07,670.21,93.87,1087.90
18/08/1997,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.97,0.84,82.12,714.16,92.47,1075.18
19/08/1997,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.03,0.87,87.03,756.87,94.03,1099.45
20/08/1997,0.10,0.46,0.17,0.57,0.62,0.14,0.10,1.96,0.84,84.87,738.09,95.85,1135.27
21/08/1997,0.10,0.46,0.17,0.56,0.61,0.13,0.10,1.94,0.83,83.42,725.46,97.43,1149.95
22/08/1997,0.10,0.45,0.16,0.55,0.60,0.13,0.10,1.90,0.81,81.88,712.06,99.16,1162.38
23/08/1997,0.10,0.43,0.16,0.53,0.57,0.13,0.10,1.81,0.77,78.01,678.37,97.85,1151.00
24/08/1997,0.10,0.41,0.15,0.50,0.55,0.12,0.10,1.74,0.74,74.62,648.96,95.08,1115.42
25/08/1997,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,71.89,625.15,92.04,1076.49
26/08/1997,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.62,0.69,69.85,607.46,89.24,1039.44
27/08/1997,0.10,0.37,0.14,0.46,0.49,0.11,0.10,1.57,0.67,68.18,592.88,86.82,1009.37
28/08/1997,0.10,0.36,0.13,0.44,0.48,0.11,0.10,1.53,0.65,66.41,577.53,84.65,981.00
29/08/1997,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,64.63,562.06,82.69,957.86
30/08/1997,0.10,0.34,0.13,0.42,0.46,0.10,0.10,1.45,0.62,62.90,547.02,80.79,943.93
31/08/1997,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.60,61.29,533.02,78.89,932.01
01/09/1997,0.10,0.33,0.12,0.40,0.44,0.10,0.10,1.38,0.59,59.81,520.09,77.44,921.14
02/09/1997,0.10,0.32,0.12,0.39,0.43,0.10,0.10,1.36,0.58,58.50,508.74,76.27,911.71
03/09/1997,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.33,0.57,57.33,498.54,74.85,895.27
04/09/1997,0.10,0.31,0.11,0.38,0.41,0.10,0.10,1.31,0.56,56.18,488.56,73.33,879.44
05/09/1997,0.10,0.31,0.11,0.37,0.41,0.10,0.10,1.29,0.55,55.29,480.83,71.88,867.02
06/09/1997,0.10,0.30,0.11,0.37,0.40,0.10,0.10,1.27,0.54,54.50,473.96,70.56,850.34
07/09/1997,0.10,0.30,0.11,0.36,0.39,0.10,0.10,1.24,0.53,53.83,468.15,69.33,832.51
08/09/1997,0.10,0.29,0.11,0.36,0.39,0.10,0.10,1.22,0.52,53.11,461.89,68.18,815.84
09/09/1997,0.10,0.29,0.10,0.35,0.38,0.10,0.10,1.21,0.52,52.57,457.13,67.66,804.99
10/09/1997,0.10,0.29,0.11,0.35,0.39,0.10,0.10,1.22,0.52,54.25,471.76,68.50,804.10
11/09/1997,0.10,0.31,0.11,0.38,0.41,0.10,0.10,1.31,0.56,61.78,537.24,86.35,884.74
12/09/1997,0.10,0.32,0.12,0.40,0.43,0.10,0.10,1.36,0.58,65.90,573.06,101.30,951.64
13/09/1997,0.10,0.32,0.12,0.40,0.43,0.10,0.10,1.36,0.58,66.54,578.68,97.72,927.86
14/09/1997,0.10,0.33,0.12,0.40,0.43,0.10,0.10,1.37,0.59,68.92,599.39,95.59,922.40
15/09/1997,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.68,0.72,76.45,664.85,95.01,937.59
16/09/1997,0.10,0.45,0.16,0.54,0.59,0.13,0.10,1.88,0.80,81.06,704.94,96.22,950.02
17/09/1997,0.10,0.41,0.15,0.51,0.55,0.12,0.10,1.75,0.75,77.13,670.74,95.78,951.84
18/09/1997,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.65,0.70,74.87,651.06,91.73,935.06
19/09/1997,0.10,0.48,0.18,0.59,0.64,0.14,0.10,2.04,0.87,82.48,717.28,90.06,937.33
20/09/1997,0.10,0.56,0.21,0.69,0.75,0.16,0.10,2.38,1.02,99.01,861.04,93.27,996.85
21/09/1997,0.10,0.54,0.20,0.66,0.72,0.16,0.10,2.28,0.97,104.48,908.61,100.32,1146.54
22/09/1997,0.10,0.51,0.18,0.62,0.67,0.15,0.10,2.13,0.91,97.07,844.11,102.05,1299.03
23/09/1997,0.10,0.47,0.17,0.57,0.62,0.14,0.10,1.98,0.84,89.06,774.50,97.14,1327.04
24/09/1997,0.10,0.48,0.17,0.58,0.64,0.14,0.10,2.02,0.86,90.96,791.01,94.84,1292.72
25/09/1997,0.10,0.63,0.23,0.77,0.84,0.18,0.12,2.67,1.14,129.67,1127.65,95.91,1397.62
26/09/1997,0.10,1.05,0.38,1.29,1.40,0.31,0.19,4.43,1.89,228.52,1987.31,113.12,1639.22
27/09/1997,0.10,1.16,0.42,1.42,1.54,0.34,0.21,4.88,2.09,239.67,2084.23,162.08,1963.02
28/09/1997,0.10,1.01,0.37,1.24,1.34,0.29,0.19,4.26,1.82,209.57,1822.49,173.06,2044.39
29/09/1997,0.10,0.89,0.33,1.09,1.18,0.26,0.17,3.76,1.61,189.53,1648.21,156.21,1864.06
30/09/1997,0.10,0.87,0.32,1.06,1.16,0.25,0.16,3.67,1.57,180.54,1570.05,144.74,1726.85
01/10/1997,0.10,0.84,0.31,1.03,1.12,0.25,0.16,3.56,1.52,168.87,1468.54,149.59,1705.23
02/10/1997,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.25,1.39,151.96,1321.53,150.80,1681.05
